time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.12,1,-0.080,0.119,-1.002,2.393,7.395,-31.999,-28.227,-39.262,-19.456
0.21,1,-0.135,0.004,-1.014,2.271,7.461,-31.999,-28.527,-39.112,-18.106
0.31,1,-0.119,-0.000,-0.993,2.281,7.438,-31.999,-27.777,-39.562,-20.656
0.42,1,-0.078,0.035,-0.959,2.377,7.348,-31.999,-28.227,-39.262,-19.006
0.53,1,-0.096,-0.013,-0.977,2.363,7.414,-31.999,-29.277,-39.862,-18.406
0.64,1,-0.145,-0.097,-1.053,2.219,7.443,-31.999,-28.077,-37.912,-17.656
0.74,1,-0.119,-0.047,-1.064,2.357,7.400,-31.999,-28.527,-39.862,-18.856
0.85,1,-0.144,-0.091,-1.069,2.340,7.430,-31.999,-28.077,-40.312,-18.856
0.95,1,-0.126,-0.037,-1.109,2.297,7.445,-31.999,-27.777,-39.562,-18.106
1.04,1,-0.151,-0.032,-1.120,2.326,7.424,-31.999,-29.577,-39.112,-18.856
1.16,1,-0.179,-0.001,-1.151,2.373,7.410,-31.999,-28.077,-40.612,-18.856
1.26,1,-0.253,-0.242,-1.127,2.283,7.424,-31.999,-28.077,-41.062,-18.856
1.36,1,-0.274,-0.463,-1.061,2.402,7.432,-31.999,-29.577,-39.562,-18.406
1.47,1,-0.358,-0.665,-1.080,2.246,7.361,-31.999,-29.127,-40.162,-19.456
1.57,1,-0.379,-0.870,-0.992,2.203,7.414,-31.999,-28.527,-39.112,-19.606
1.67,1,-0.249,-0.985,-0.903,2.322,7.418,-31.999,-29.277,-38.662,-16.906
1.78,1,-0.219,-1.214,-0.831,2.324,7.408,-31.999,-27.777,-39.562,-18.106
1.88,1,-0.297,-1.297,-0.865,2.289,7.422,-31.999,-27.177,-40.462,-18.256
2.00,1,-0.370,-1.135,-0.961,2.187,7.447,-31.999,-30.177,-39.712,-17.506
2.10,1,-0.407,-0.969,-0.901,2.346,7.414,-31.999,-28.827,-39.562,-17.356
2.20,1,-0.584,-1.134,-0.830,2.299,7.395,-31.999,-28.827,-39.862,-18.406
2.30,1,-0.673,-1.346,-0.697,2.326,7.426,-31.999,-28.227,-40.912,-19.006
2.41,1,-0.766,-1.659,-0.652,2.289,7.402,-31.999,-28.827,-39.862,-20.356
2.51,1,-0.804,-1.785,-0.678,2.131,7.473,-31.999,-27.027,-41.512,-19.606
2.61,1,-0.706,-1.781,-0.554,2.162,7.500,-31.999,-27.327,-39.862,-20.356
2.72,1,-0.701,-1.575,-0.340,2.201,7.430,-31.999,-27.927,-39.712,-19.006
2.82,1,-0.609,-1.232,-0.310,2.217,7.324,-31.999,-28.827,-37.912,-20.356
2.92,1,-0.468,-1.197,-0.248,2.375,7.395,-31.999,-28.227,-41.662,-18.256
3.02,1,-0.478,-1.378,-0.331,2.184,7.576,-31.999,-27.477,-39.712,-19.456
3.15,1,-0.467,-1.387,-0.436,2.043,7.484,-31.999,-27.927,-40.162,-18.706
3.25,1,-0.377,-1.252,-0.295,2.373,7.393,-31.999,-30.027,-39.862,-19.606
3.35,1,-0.408,-1.173,-0.452,2.217,7.379,-31.999,-27.777,-39.862,-19.156
3.45,1,-0.261,-0.988,-0.641,2.223,7.441,-31.999,-28.827,-40.612,-19.156
3.55,1,-0.055,-0.894,-0.761,2.312,7.518,-31.999,-28.077,-38.662,-17.356
3.66,1,-0.119,-0.845,-0.868,2.314,7.402,-31.999,-27.777,-40.312,-17.656
3.77,1,-0.142,-0.907,-0.706,2.314,7.463,-31.999,-27.477,-40.162,-19.006
3.87,1,-0.318,-0.918,-0.508,2.264,7.393,-31.999,-27.777,-39.862,-18.856
3.97,1,-0.416,-0.716,-0.627,2.135,7.484,-31.999,-27.177,-41.212,-18.256
4.08,1,-0.315,-0.261,-0.700,2.336,7.375,-31.999,-27.327,-40.312,-18.106
4.18,1,-0.226,-0.107,-0.749,2.346,7.479,-31.999,-27.177,-39.712,-20.056
4.30,1,-0.354,-0.400,-0.533,2.312,7.365,-31.999,-27.027,-41.512,-19.156
4.40,1,-0.496,-0.621,-0.475,2.047,7.463,-31.999,-28.527,-40.312,-19.906
4.50,1,-0.207,0.023,-0.410,2.055,7.395,-31.999,-28.077,-41.062,-18.856
4.60,1,-0.380,0.893,-0.013,2.129,7.652,-31.999,-28.527,-39.862,-18.856
