time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.04,0,-2.218,1.921,-0.665,-1.902,-7.906,0.570,13.650,35.250,-33.300
0.08,0,-2.307,1.877,-0.681,-1.857,-7.875,0.533,14.250,33.900,-32.700
0.14,0,-2.346,1.827,-0.717,-1.951,-7.963,0.605,14.250,33.900,-32.700
0.19,0,-2.405,1.718,-0.514,-1.783,-7.980,0.553,13.500,34.350,-33.000
0.24,0,-2.553,1.531,-0.347,-1.854,-7.855,0.582,15.000,33.900,-34.200
0.29,0,-2.810,1.338,-0.318,-1.893,-7.969,0.508,14.400,34.200,-33.300
0.36,0,-3.175,1.236,-0.328,-2.070,-7.914,0.596,13.200,34.500,-32.100
0.41,0,-3.512,1.156,-0.103,-1.941,-7.879,0.607,13.050,33.150,-32.700
0.46,0,-3.880,1.131,-0.045,-1.926,-7.936,0.639,14.550,33.900,-34.500
0.51,0,-4.239,1.088,-0.208,-2.057,-7.834,0.672,15.150,33.000,-33.900
0.56,0,-4.535,1.103,-0.255,-2.029,-7.762,0.703,13.500,33.600,-33.450
0.63,0,-4.728,1.177,-0.210,-1.887,-7.852,0.707,15.300,32.850,-34.200
0.68,0,-4.853,1.264,-0.196,-1.920,-7.803,0.744,14.400,33.750,-33.600
0.73,0,-4.840,1.333,-0.260,-2.004,-7.816,0.730,13.500,33.600,-34.500
0.78,0,-4.784,1.386,-0.189,-1.971,-7.818,0.684,14.700,32.550,-34.350
0.83,0,-4.650,1.406,-0.202,-1.875,-7.881,0.697,15.150,32.550,-32.550
0.88,0,-4.538,1.411,-0.249,-1.836,-7.912,0.621,13.800,33.900,-32.700
0.93,0,-4.547,1.376,-0.345,-1.861,-7.805,0.686,13.950,32.550,-32.550
0.98,0,-4.578,1.360,-0.639,-1.992,-7.916,0.623,14.700,33.000,-34.350
1.03,0,-4.635,1.350,-0.902,-1.937,-7.875,0.688,14.250,33.150,-35.250
1.09,0,-4.642,1.361,-1.215,-1.883,-7.840,0.645,14.550,35.100,-33.450
1.15,0,-4.622,1.397,-1.610,-2.027,-7.809,0.719,13.200,34.500,-32.850
1.20,0,-4.569,1.445,-1.735,-1.867,-7.873,0.650,13.200,33.750,-32.850
1.25,0,-4.530,1.459,-2.029,-2.033,-7.883,0.643,13.650,34.500,-33.600
1.29,0,-4.498,1.492,-2.185,-1.998,-7.924,0.693,15.000,33.600,-34.500
1.35,0,-4.500,1.551,-2.274,-2.010,-7.900,0.643,13.950,33.450,-32.850
1.42,0,-4.527,1.647,-2.206,-1.867,-7.955,0.627,14.550,33.900,-34.500
1.46,0,-4.634,1.761,-2.240,-1.957,-7.789,0.650,14.700,34.950,-33.600
1.51,0,-4.767,1.896,-2.379,-1.939,-7.926,0.709,13.650,33.000,-32.550
1.56,0,-4.781,2.217,-2.561,-2.117,-7.840,0.664,14.700,34.500,-34.650
1.62,0,-4.674,2.568,-2.288,-1.717,-7.863,0.650,13.650,33.450,-33.900
1.67,0,-4.614,2.773,-2.237,-1.834,-7.867,0.689,14.250,34.350,-32.700
1.73,0,-4.599,2.898,-2.199,-1.619,-7.861,0.666,13.200,31.500,-34.350
1.78,0,-4.657,2.955,-2.394,-1.924,-7.887,0.721,14.250,33.600,-33.450
1.83,0,-4.643,2.958,-2.370,-1.773,-7.822,0.611,12.900,34.200,-33.600
1.88,0,-4.600,2.985,-2.372,-1.838,-7.869,0.662,13.200,35.250,-32.850
1.93,0,-4.498,3.043,-2.322,-1.727,-7.967,0.682,13.800,34.800,-33.750
1.98,0,-4.419,3.140,-2.261,-1.754,-7.881,0.658,12.450,33.750,-32.850
2.03,0,-4.378,3.198,-2.386,-1.705,-7.893,0.764,13.800,33.900,-34.950
2.09,0,-4.377,3.217,-2.585,-1.848,-7.896,0.648,13.950,35.250,-33.600
2.15,0,-4.386,3.236,-2.755,-1.814,-7.918,0.648,13.050,32.850,-33.750
2.20,0,-4.419,3.259,-2.755,-1.834,-7.861,0.639,12.750,33.150,-33.000
2.25,0,-4.408,3.253,-2.766,-1.789,-7.869,0.648,13.950,34.200,-33.300
2.30,0,-4.441,3.208,-2.756,-1.799,-7.920,0.637,14.700,32.550,-33.900
2.35,0,-4.395,3.123,-2.733,-1.799,-7.861,0.676,15.150,33.750,-32.850
2.42,0,-4.359,2.984,-2.621,-1.742,-7.912,0.688,13.950,33.750,-33.300
2.46,0,-4.348,2.837,-2.697,-1.889,-7.887,0.602,13.800,34.800,-33.000
2.52,0,-4.299,2.717,-2.649,-1.883,-7.875,0.578,15.000,34.800,-33.450
2.56,0,-4.184,2.658,-2.730,-1.861,-7.883,0.617,13.500,33.900,-33.000
2.62,0,-4.131,2.688,-2.558,-1.732,-7.895,0.650,13.500,34.800,-34.950
2.66,0,-4.075,2.766,-2.530,-1.865,-7.900,0.627,12.750,34.800,-34.200
2.72,0,-4.055,2.824,-2.388,-1.766,-7.920,0.682,13.800,33.900,-34.500
2.77,0,-4.085,2.850,-2.370,-1.760,-7.908,0.594,13.800,33.900,-33.750
2.84,0,-4.150,2.880,-2.442,-1.760,-7.943,0.619,13.500,31.950,-31.950
2.88,0,-4.205,2.871,-2.584,-1.803,-7.891,0.646,13.650,34.500,-32.850
2.94,0,-4.237,2.858,-2.553,-1.670,-7.912,0.643,12.750,33.600,-33.450
2.98,0,-4.280,2.886,-2.702,-1.879,-7.891,0.609,13.500,34.800,-32.700
3.05,0,-4.256,2.945,-2.655,-1.707,-7.904,0.617,13.950,34.200,-33.300
3.10,0,-4.194,2.975,-2.602,-1.775,-7.957,0.619,12.450,34.200,-34.650
3.15,0,-4.132,2.987,-2.567,-1.639,-7.947,0.664,13.800,33.600,-33.750
3.19,0,-4.118,2.987,-2.790,-1.904,-7.873,0.662,12.900,33.450,-33.300
3.25,0,-4.083,2.894,-2.720,-1.736,-7.975,0.629,12.750,33.900,-33.000
3.29,0,-4.084,2.816,-2.810,-1.854,-7.914,0.625,13.050,34.800,-32.700
3.36,0,-4.081,2.730,-2.700,-1.748,-7.971,0.586,14.550,35.100,-34.200
3.42,0,-4.104,2.633,-2.804,-1.789,-7.912,0.676,13.950,33.450,-32.850
3.46,0,-4.131,2.600,-2.803,-1.752,-7.908,0.670,13.050,33.600,-33.450
3.51,0,-4.163,2.523,-2.795,-1.799,-7.973,0.693,13.800,35.100,-33.000
3.56,0,-4.197,2.497,-2.810,-1.801,-7.941,0.617,12.900,34.950,-32.550
3.61,0,-4.261,2.430,-2.771,-1.854,-7.902,0.646,14.250,33.600,-32.250
3.68,0,-4.324,2.331,-2.756,-1.766,-7.934,0.707,13.650,33.450,-33.300
3.73,0,-4.503,2.228,-2.827,-1.850,-7.869,0.615,13.500,33.150,-33.000
3.78,0,-4.638,2.065,-2.923,-1.762,-7.955,0.658,13.500,33.600,-33.450
3.83,0,-4.785,1.968,-2.986,-1.926,-7.869,0.666,14.700,34.500,-33.900
3.88,0,-4.898,1.881,-2.974,-1.846,-7.816,0.645,13.050,33.600,-33.450
3.93,0,-4.908,1.814,-2.957,-1.840,-7.832,0.744,13.950,34.500,-32.850
4.00,0,-4.966,1.767,-2.927,-1.869,-7.893,0.654,16.950,35.250,-33.300
4.05,0,-4.950,1.714,-2.863,-1.793,-7.977,0.711,12.750,33.600,-33.000
