time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.07,1,0.177,0.337,-1.046,1.399,7.807,0.679,-21.198,-46.089,-17.620
0.17,1,0.163,0.318,-0.861,1.239,7.809,0.733,-23.448,-46.389,-19.570
0.28,1,0.237,0.331,-0.952,1.417,7.818,0.683,-22.248,-46.389,-18.370
0.38,1,0.292,0.352,-0.977,1.411,7.830,0.704,-23.448,-46.389,-17.620
0.49,1,0.261,0.324,-0.985,1.317,7.813,0.622,-21.348,-46.239,-18.220
0.60,1,0.225,0.269,-1.127,1.372,7.820,0.667,-22.998,-47.139,-17.620
0.70,1,0.202,0.250,-1.182,1.421,7.822,0.679,-21.648,-46.239,-17.920
0.80,1,0.202,0.277,-1.144,1.438,7.848,0.692,-22.398,-46.989,-17.920
0.90,1,0.208,0.307,-1.112,1.345,7.842,0.657,-21.498,-46.389,-16.570
1.01,1,0.195,0.327,-1.040,1.442,7.814,0.718,-22.398,-47.439,-17.170
1.11,1,0.195,0.373,-1.027,1.392,7.803,0.739,-23.448,-46.089,-18.070
1.21,1,0.173,0.373,-1.030,1.372,7.889,0.667,-23.448,-46.389,-18.370
1.32,1,0.165,0.360,-1.099,1.399,7.799,0.722,-22.248,-44.889,-16.870
1.42,1,0.173,0.387,-1.216,1.399,7.824,0.683,-21.198,-45.639,-17.320
1.53,1,0.186,0.393,-1.352,1.370,7.830,0.729,-22.698,-48.789,-18.370
1.64,1,0.182,0.392,-1.498,1.431,7.879,0.642,-20.748,-46.389,-16.870
1.75,1,0.126,0.373,-1.653,1.415,7.801,0.780,-20.748,-46.389,-18.820
1.85,1,-0.062,0.378,-1.851,1.472,7.875,0.702,-21.648,-44.289,-16.720
1.95,1,-0.348,0.404,-1.982,1.390,7.809,0.792,-23.148,-45.789,-17.920
2.05,1,-0.520,0.594,-2.042,1.396,7.885,0.829,-22.248,-46.839,-19.120
2.16,1,-0.737,1.000,-1.981,1.341,7.865,1.062,-21.948,-46.839,-17.620
2.27,1,-0.614,1.891,-2.130,1.599,7.818,0.856,-22.698,-44.139,-19.120
2.36,1,-0.852,2.304,-1.962,1.466,7.777,0.948,-21.348,-46.689,-18.220
2.47,1,-1.307,2.586,-2.220,1.481,7.854,1.089,-22.248,-45.189,-20.320
2.57,1,-1.788,3.069,-2.364,1.337,7.842,1.347,-21.198,-44.439,-20.320
2.67,1,-2.540,3.954,-2.610,1.187,7.932,1.722,-22.994,-43.687,-20.624
2.80,1,-3.492,5.408,-2.897,1.349,7.871,1.825,-22.244,-43.687,-22.124
2.89,1,-4.454,7.391,-3.008,1.253,7.846,1.950,-21.494,-43.687,-24.674
2.99,1,-5.141,9.760,-2.947,1.081,7.854,2.071,-19.847,-42.639,-26.771
3.11,1,-5.525,12.510,-2.250,0.843,7.775,2.800,-19.997,-42.189,-27.671
3.20,1,-6.347,15.867,-2.649,0.968,7.658,3.206,-18.042,-41.884,-29.772
