time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.13,1,-0.920,1.073,2.382,1.963,7.678,1.062,-10.050,-29.250,-44.400
0.23,1,-0.892,1.052,2.347,1.957,7.691,1.096,-8.400,-27.150,-44.850
0.33,1,-0.862,0.986,2.330,1.994,7.732,0.998,-8.250,-29.250,-42.900
0.45,1,-0.837,0.967,2.271,1.893,7.746,1.010,-7.050,-28.950,-43.200
0.55,1,-0.821,0.969,2.211,1.957,7.693,1.014,-7.650,-28.650,-44.250
0.65,1,-0.777,0.972,2.144,1.979,7.738,1.021,-7.800,-28.950,-44.400
0.75,1,-0.755,0.979,2.097,1.975,7.680,0.949,-7.650,-29.100,-42.300
0.85,1,-0.717,0.999,2.130,1.922,7.771,0.980,-7.050,-28.500,-42.900
0.95,1,-0.721,1.285,2.215,1.895,7.883,1.244,-8.850,-27.450,-44.250
1.06,1,-1.349,1.661,4.022,1.824,8.330,1.676,-8.100,-28.350,-44.250
1.17,1,-2.759,2.183,6.251,1.930,7.834,1.543,-8.100,-27.450,-46.800
1.28,1,-4.712,2.484,6.894,1.859,7.814,1.916,-7.050,-27.750,-46.950
1.37,1,-7.367,3.672,7.179,1.641,8.025,2.645,-4.050,-28.050,-51.000
1.49,1,-11.485,3.460,5.248,1.834,8.090,3.410,-6.600,-25.500,-53.850
1.59,1,-16.733,4.438,3.525,1.687,7.428,2.785,-5.400,-23.250,-56.400
1.70,1,-21.736,6.276,0.744,1.754,7.223,2.574,-3.300,-21.000,-59.250
1.80,1,-25.776,7.222,-1.600,1.391,6.713,3.600,-3.750,-17.550,-62.550
1.89,1,-29.251,8.101,-3.077,1.150,6.398,4.738,-3.450,-18.150,-63.750
2.01,1,-32.983,9.578,-4.259,1.078,6.078,5.645,-0.450,-15.450,-64.950
2.10,1,-37.140,10.545,-5.376,0.865,6.064,5.852,-0.300,-14.850,-68.400
2.21,1,-41.581,11.132,-6.663,0.645,5.799,5.844,1.950,-10.650,-69.750
2.32,1,-45.833,13.075,-8.158,0.760,5.129,6.271,2.250,-6.900,-73.650
2.42,1,-49.923,16.495,-8.977,-0.063,4.363,6.301,4.650,-4.500,-75.300
2.53,1,-53.562,18.876,-9.900,-0.754,4.230,6.668,7.800,-1.500,-74.400
2.63,1,-57.096,20.203,-11.319,-1.199,3.770,7.346,10.050,0.000,-78.000
2.74,1,-61.027,20.044,-13.420,-0.980,3.311,7.244,11.100,2.850,-78.600
2.84,1,-64.954,19.977,-15.231,-0.930,2.643,7.145,12.000,3.900,-78.000
2.95,1,-68.619,19.293,-16.908,-0.932,2.406,7.248,11.850,7.500,-79.350
3.06,1,-71.836,18.963,-18.250,-0.967,2.121,7.604,9.900,11.850,-81.150
3.16,1,-74.924,19.643,-19.291,-1.283,1.727,7.170,12.000,14.400,-81.750
3.26,1,-77.467,21.848,-20.550,-1.205,1.340,7.918,12.450,15.900,-79.950
3.36,1,-79.861,21.735,-21.124,-1.805,0.738,7.857,14.250,18.000,-81.000
3.47,1,-81.640,19.271,-20.944,-2.115,0.449,8.365,14.250,19.950,-79.950
3.57,1,-84.162,17.736,-22.150,-1.955,0.477,7.508,12.600,23.550,-79.050
3.68,1,-85.886,16.105,-23.600,-1.168,-0.012,7.885,11.550,24.150,-79.500
3.78,1,-87.575,16.150,-25.387,-1.445,-0.443,7.498,11.250,25.050,-79.200
3.90,1,-88.584,16.049,-27.296,-1.160,-0.594,7.299,10.800,25.350,-78.450
3.99,1,-88.396,16.735,-27.912,-1.248,-0.615,7.619,11.550,23.850,-79.200
4.10,1,-87.702,16.849,-28.394,-1.209,-0.535,7.602,11.550,24.600,-79.950
4.21,1,-86.395,17.990,-28.215,-1.719,0.000,8.232,13.350,20.100,-79.350
4.31,1,-85.283,18.266,-27.781,-1.691,0.061,7.824,11.550,22.200,-78.750
4.42,1,-83.792,18.621,-27.325,-1.584,-0.162,6.697,13.350,21.300,-78.300
4.51,1,-79.972,18.424,-25.875,-0.828,-0.213,5.066,12.900,16.500,-81.150
4.62,1,-71.587,17.389,-21.818,-1.008,1.982,4.727,11.250,12.450,-79.950
4.73,1,-59.806,18.091,-16.447,-1.104,4.055,5.895,8.250,2.700,-78.450
4.84,1,-47.400,15.731,-11.708,-0.023,5.652,5.615,9.750,-4.950,-75.450
4.95,1,-36.745,4.149,-15.070,2.041,8.379,5.127,-2.550,-13.650,-67.650
5.05,1,-25.948,-0.975,-17.334,1.953,8.207,4.098,-7.650,-17.400,-59.400
5.15,1,-15.659,-3.482,-18.567,3.047,8.764,3.594,-11.400,-22.050,-51.150
5.25,1,-7.739,-4.677,-17.886,3.328,8.658,3.404,-13.950,-25.050,-44.700
5.35,1,-1.398,-6.658,-22.033,3.547,8.361,2.045,-15.150,-26.400,-39.000
5.46,1,2.883,-6.974,-25.062,1.410,8.916,3.652,-14.400,-25.950,-34.500
5.55,1,4.325,-7.311,-30.339,3.029,7.625,0.738,-15.900,-25.950,-29.700
5.66,1,2.715,-6.388,-25.282,2.115,7.795,-0.312,-15.000,-25.800,-33.600
5.78,1,2.144,-4.315,-23.109,2.434,7.629,-0.141,-12.000,-28.500,-33.600
5.87,1,2.349,-3.540,-21.209,2.521,7.662,0.039,-11.400,-29.100,-35.250
5.98,1,2.813,-3.497,-19.370,1.906,7.889,1.010,-11.850,-30.300,-33.750
