time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.06,0,-1.524,0.143,-0.149,-2.031,-7.785,0.738,18.750,33.600,-32.250
0.10,0,-1.612,0.112,-0.377,-2.107,-7.846,0.750,15.000,32.850,-31.500
0.16,0,-1.698,0.059,-0.547,-2.133,-7.816,0.627,16.200,32.550,-32.550
0.19,0,-1.675,0.046,-0.753,-2.174,-7.840,0.734,16.050,33.150,-33.000
0.26,0,-1.645,0.030,-0.771,-2.066,-7.842,0.619,16.050,33.150,-32.700
0.31,0,-1.596,0.062,-0.883,-2.143,-7.779,0.709,17.550,33.150,-33.000
0.36,0,-1.595,0.018,-0.864,-2.049,-7.912,0.598,15.900,33.750,-32.850
0.41,0,-1.539,-0.106,-0.870,-2.062,-7.867,0.824,16.800,32.400,-31.950
0.46,0,-1.606,-0.241,-0.955,-2.066,-7.787,0.535,15.000,31.950,-32.700
0.51,0,-1.603,-0.541,-1.046,-2.082,-7.814,0.754,15.450,31.050,-32.850
0.58,0,-1.681,-0.722,-1.235,-2.291,-7.727,0.619,16.500,33.900,-31.200
0.63,0,-1.629,-0.825,-1.155,-2.164,-7.838,0.697,15.300,31.650,-32.700
0.68,0,-1.549,-0.798,-1.036,-2.191,-7.871,0.717,16.800,31.200,-31.500
0.73,0,-1.368,-0.745,-1.049,-2.174,-7.834,0.682,16.200,32.250,-32.850
0.78,0,-1.246,-0.658,-1.018,-2.262,-7.826,0.648,15.450,32.250,-32.550
0.84,0,-1.191,-0.554,-0.914,-2.133,-7.889,0.676,15.450,33.000,-32.100
0.89,0,-1.261,-0.447,-0.981,-2.176,-7.795,0.623,16.800,32.400,-33.000
0.94,0,-1.428,-0.345,-0.946,-2.266,-7.850,0.672,14.550,32.400,-31.950
0.99,0,-1.571,-0.210,-0.848,-2.084,-7.807,0.674,16.500,32.850,-31.950
1.04,0,-1.731,-0.090,-0.917,-2.117,-7.834,0.674,16.800,32.400,-32.250
1.10,0,-1.810,-0.028,-0.890,-2.146,-7.818,0.686,16.050,31.650,-31.500
1.16,0,-1.869,0.059,-0.930,-2.176,-7.797,0.631,17.400,33.000,-32.550
1.21,0,-1.817,0.112,-0.912,-2.096,-7.820,0.768,14.700,34.500,-32.550
1.26,0,-1.747,0.151,-0.887,-2.197,-7.781,0.711,15.000,33.600,-33.000
1.33,0,-1.722,0.125,-0.755,-2.127,-7.861,0.723,15.000,33.600,-34.200
1.36,0,-1.757,-0.010,-0.774,-2.184,-7.818,0.648,16.650,32.550,-32.100
1.43,0,-1.880,-0.156,-0.782,-2.201,-7.768,0.691,15.900,32.550,-32.550
1.46,0,-2.020,-0.334,-0.795,-2.135,-7.861,0.680,15.150,33.000,-32.550
1.53,0,-2.202,-0.513,-0.917,-2.262,-7.822,0.668,16.500,33.150,-31.500
1.56,0,-2.257,-0.669,-0.890,-2.121,-7.777,0.703,16.950,33.750,-33.900
1.63,0,-2.349,-0.779,-0.957,-2.166,-7.777,0.660,16.800,33.150,-33.750
1.68,0,-2.348,-0.947,-1.129,-2.174,-7.801,0.689,15.900,32.550,-32.850
1.73,0,-2.374,-1.028,-1.358,-2.338,-7.713,0.598,16.200,33.450,-33.600
1.78,0,-2.302,-1.143,-1.505,-2.186,-7.777,0.713,15.750,33.150,-32.250
1.85,0,-2.250,-1.159,-1.602,-2.256,-7.707,0.602,15.450,31.800,-32.850
1.89,0,-2.124,-1.241,-1.674,-2.389,-7.781,0.713,15.750,31.200,-33.000
1.95,0,-2.055,-1.303,-1.535,-2.191,-7.910,0.756,16.050,33.600,-33.450
1.99,0,-1.973,-1.320,-1.493,-2.379,-7.766,0.711,17.250,31.950,-31.200
2.05,0,-1.932,-1.373,-1.362,-2.187,-7.805,0.682,16.950,32.550,-32.100
2.10,0,-1.970,-1.400,-1.390,-2.271,-7.787,0.719,17.550,32.850,-33.000
2.16,0,-2.038,-1.423,-1.244,-2.184,-7.709,0.607,16.800,33.600,-31.950
2.21,0,-2.106,-1.420,-1.236,-2.219,-7.760,0.723,18.000,33.150,-33.000
2.26,0,-2.188,-1.358,-1.268,-2.338,-7.787,0.652,16.500,33.150,-33.450
2.31,0,-2.207,-1.175,-1.052,-2.150,-7.789,0.643,16.200,32.550,-33.900
