time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.04,0,0.968,1.503,0.754,-2.193,-7.789,0.680,16.650,32.250,-30.300
0.05,0,1.418,1.721,1.176,-2.184,-7.836,0.551,17.250,32.850,-30.900
0.11,0,1.921,1.859,1.275,-2.217,-7.885,0.760,17.700,33.000,-31.350
0.16,0,2.280,1.970,1.329,-2.186,-7.799,0.633,16.650,33.450,-32.100
0.21,0,2.515,2.086,1.359,-2.227,-7.795,0.537,16.650,32.250,-32.550
0.25,0,2.504,2.143,1.139,-2.209,-7.756,0.521,17.250,32.400,-31.500
0.31,0,2.440,2.187,0.837,-2.166,-7.971,0.686,16.200,33.000,-29.850
0.35,0,2.263,2.100,0.724,-2.100,-7.768,0.518,17.400,33.000,-31.350
0.41,0,2.120,1.995,0.552,-2.324,-7.865,0.576,17.250,32.850,-31.200
0.47,0,1.912,1.812,0.532,-2.154,-7.875,0.547,16.800,33.900,-31.200
0.52,0,1.782,1.746,0.425,-2.338,-7.811,0.594,15.900,33.450,-31.050
0.57,0,1.650,1.732,0.516,-2.195,-7.760,0.563,16.650,33.000,-29.550
0.62,0,1.595,1.699,0.551,-2.178,-7.826,0.641,16.800,31.950,-30.450
0.67,0,1.564,1.624,0.634,-2.283,-7.865,0.691,16.650,32.550,-31.350
0.73,0,1.538,1.488,0.813,-2.195,-7.836,0.652,16.950,33.000,-31.050
0.79,0,1.438,1.323,0.794,-2.252,-7.881,0.660,16.950,34.500,-30.600
0.83,0,1.217,1.133,0.819,-2.230,-7.791,0.604,15.750,33.600,-29.700
0.89,0,0.873,0.980,0.852,-2.229,-7.723,0.639,17.250,32.400,-31.200
0.94,0,0.507,0.805,0.673,-2.189,-7.762,0.678,16.800,33.150,-31.950
1.01,0,0.054,0.764,0.659,-2.359,-7.807,0.641,17.250,31.950,-31.500
1.05,0,-0.195,0.743,0.686,-2.246,-7.748,0.639,16.200,31.800,-31.800
1.11,0,-0.305,0.759,0.800,-2.193,-7.797,0.602,16.050,32.850,-31.500
1.15,0,-0.288,0.774,0.846,-2.119,-7.779,0.668,18.300,33.150,-31.950
1.21,0,-0.329,0.719,0.355,-2.242,-7.863,0.900,15.300,33.600,-31.500
