time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.10,1,-1.211,1.094,2.228,0.977,7.877,0.646,-2.250,-30.450,-43.950
0.21,1,-1.846,1.747,2.154,1.082,7.885,0.764,-1.500,-30.900,-47.400
0.31,1,-1.790,1.431,-0.618,1.447,7.779,0.449,-3.000,-29.700,-46.950
0.41,1,-1.641,1.247,-2.075,1.545,7.842,0.498,-2.550,-30.450,-44.700
0.51,1,-1.358,0.932,-2.716,1.387,7.875,0.549,-3.150,-29.100,-44.250
0.63,1,-1.262,0.782,-2.828,1.291,7.842,0.604,-3.300,-30.450,-45.150
0.73,1,-1.306,0.735,-2.942,1.490,7.863,0.521,-2.400,-30.600,-45.600
0.83,1,-1.445,0.846,-2.976,1.307,7.842,0.457,-3.000,-30.900,-45.150
0.94,1,-1.487,0.858,-3.116,1.424,7.832,0.453,-2.700,-31.050,-44.850
1.04,1,-1.476,0.925,-3.128,1.432,7.824,0.596,-2.250,-29.700,-43.950
1.15,1,-1.471,0.889,-3.177,1.506,7.834,0.555,-3.150,-30.300,-45.300
1.25,1,-1.481,0.686,-3.122,1.398,7.771,0.531,-2.550,-31.950,-44.400
1.36,1,-1.491,0.528,-3.074,1.410,7.785,0.516,-3.750,-28.950,-45.450
1.46,1,-1.518,0.410,-3.109,1.424,7.854,0.484,-4.650,-28.350,-44.550
1.56,1,-1.541,0.348,-3.146,1.465,7.887,0.551,-4.950,-28.650,-44.250
1.66,1,-1.647,0.272,-3.228,1.437,7.846,0.561,-3.900,-29.550,-44.250
1.78,1,-1.812,0.256,-3.258,1.574,7.721,0.457,-3.900,-31.050,-44.550
1.89,1,-1.881,0.202,-3.330,1.475,7.805,0.496,-4.050,-31.200,-45.900
1.98,1,-1.842,0.301,-3.397,1.527,7.740,0.588,-4.050,-30.900,-43.200
2.08,1,-1.825,0.346,-3.428,1.453,7.768,0.588,-5.400,-30.600,-43.500
2.19,1,-1.829,0.354,-3.411,1.568,7.787,0.592,-3.450,-29.850,-43.800
2.29,1,-1.814,0.393,-3.345,1.598,7.850,0.547,-3.450,-30.600,-43.500
2.40,1,-1.796,0.371,-3.231,1.484,7.762,0.529,-3.750,-30.000,-44.700
2.51,1,-1.774,0.377,-3.151,1.359,7.803,0.551,-2.400,-28.650,-46.050
2.61,1,-1.786,0.440,-3.113,1.461,7.762,0.596,-3.450,-30.300,-44.850
2.71,1,-1.856,0.538,-3.039,1.480,7.805,0.568,-3.150,-29.100,-43.500
2.81,1,-1.946,0.615,-3.017,1.506,7.865,0.547,-3.150,-29.550,-44.850
2.93,1,-2.081,0.657,-2.989,1.412,7.852,0.727,-3.900,-29.550,-44.250
3.03,1,-2.348,0.765,-3.182,1.311,7.877,0.756,-4.200,-29.100,-44.250
3.13,1,-2.903,0.942,-3.547,1.209,7.914,0.979,-3.300,-30.000,-46.200
3.23,1,-4.111,1.182,-4.441,1.305,7.949,1.217,-4.500,-30.450,-44.400
3.35,1,-5.879,1.513,-5.092,1.377,7.865,1.209,-1.650,-28.350,-47.100
3.44,1,-7.862,1.915,-5.037,1.262,7.877,1.594,-3.150,-27.150,-47.550
3.55,1,-10.060,2.057,-5.446,1.334,7.818,1.748,-3.750,-27.300,-50.700
3.65,1,-12.414,1.955,-5.882,1.223,7.779,1.986,-3.150,-27.900,-50.850
3.76,1,-14.814,1.703,-6.489,1.246,7.680,2.135,-2.400,-26.400,-53.400
3.86,1,-17.128,1.564,-6.602,1.113,7.525,2.510,-0.900,-24.750,-54.600
3.97,1,-19.245,1.189,-6.981,1.133,7.402,2.826,-3.300,-22.650,-55.800
4.07,1,-21.374,0.802,-7.694,1.311,7.295,3.154,-1.800,-22.950,-58.500
4.18,1,-23.683,0.649,-8.162,1.326,7.186,3.566,-1.500,-21.450,-59.550
4.28,1,-26.390,0.836,-8.001,1.086,7.154,4.098,-1.200,-18.450,-60.450
4.38,1,-29.704,0.532,-8.663,1.107,7.100,4.430,-2.550,-17.550,-62.100
4.49,1,-33.502,0.572,-9.302,1.070,6.588,4.637,-1.050,-14.850,-64.050
4.60,1,-37.282,-0.062,-10.611,1.270,6.289,4.740,-1.800,-12.450,-65.850
4.70,1,-40.614,-0.757,-11.659,1.400,5.879,5.246,-3.300,-10.500,-68.400
4.80,1,-43.629,-1.238,-11.752,1.352,5.484,5.480,-2.700,-8.400,-69.300
4.92,1,-46.044,-2.308,-12.200,1.416,5.211,5.439,-2.700,-6.000,-70.500
5.01,1,-47.579,-2.749,-12.401,1.488,5.033,5.650,-3.750,-5.400,-70.350
5.13,1,-48.353,-3.135,-12.234,1.330,4.848,5.680,-3.300,-4.650,-69.150
5.23,1,-48.472,-3.455,-11.993,1.221,4.898,6.092,-2.700,-4.050,-70.500
5.34,1,-48.293,-3.562,-11.969,1.293,4.938,6.146,-3.300,-3.450,-71.400
5.44,1,-48.110,-3.487,-12.065,1.334,5.068,6.350,-2.550,-4.200,-72.450
5.55,1,-48.152,-3.358,-12.054,1.324,5.025,6.428,-1.800,-4.200,-71.100
5.65,1,-48.381,-3.309,-12.166,1.307,4.945,6.229,-3.750,-4.650,-69.900
5.75,1,-48.610,-3.417,-12.100,1.332,4.906,6.168,-1.500,-2.250,-72.450
5.85,1,-48.711,-3.615,-11.789,1.408,4.965,6.133,-3.900,-4.500,-71.250
5.97,1,-48.669,-3.638,-11.570,1.318,4.918,6.283,-1.200,-2.100,-72.750
6.07,1,-48.676,-3.536,-11.222,1.314,4.912,6.293,-2.250,-3.900,-72.450
6.16,1,-48.752,-3.555,-10.823,1.316,4.945,6.199,-3.150,-4.050,-70.500
6.28,1,-48.840,-3.678,-10.515,1.330,4.893,6.309,-3.000,-2.700,-72.450
6.39,1,-48.960,-3.681,-10.076,1.268,4.887,6.213,-2.700,-2.400,-71.250
6.47,1,-49.033,-3.647,-9.731,1.311,4.893,6.250,-1.800,-3.900,-72.150
6.60,1,-49.188,-3.715,-9.293,1.373,4.906,6.359,-3.000,-1.950,-71.400
6.70,1,-49.378,-3.796,-8.879,1.219,4.855,6.340,-2.700,-2.400,-71.250
6.78,1,-49.510,-3.922,-8.575,1.275,4.820,6.260,-1.950,-3.600,-71.250
6.91,1,-49.518,-3.961,-8.256,1.393,4.771,6.285,-2.400,-2.850,-71.250
7.00,1,-49.513,-4.003,-7.810,1.336,4.867,6.393,-2.250,-3.000,-70.350
7.10,1,-49.539,-4.202,-7.518,1.371,4.742,6.375,-3.450,-3.300,-72.000
7.21,1,-49.562,-4.236,-7.164,1.396,4.832,6.279,-0.900,-3.300,-70.800
7.31,1,-49.584,-4.047,-6.798,1.170,4.820,6.404,-2.700,-2.400,-72.300
7.44,1,-49.573,-4.272,-6.623,1.219,4.828,6.332,-2.250,-0.750,-71.700
7.54,1,-49.560,-4.287,-6.426,1.275,4.934,6.387,-2.550,-1.950,-71.400
7.64,1,-49.606,-4.380,-6.234,1.262,4.783,6.424,-2.700,-2.400,-71.550
7.74,1,-49.750,-4.438,-6.129,1.240,4.826,6.406,-4.200,-2.100,-70.500
7.84,1,-49.844,-4.700,-6.103,1.236,4.797,6.170,-2.400,-1.650,-72.000
7.94,1,-49.742,-4.699,-5.892,1.330,4.770,6.420,-3.150,-3.300,-71.550
8.06,1,-49.528,-4.782,-5.816,1.420,4.834,6.258,-0.750,-2.250,-70.350
8.15,1,-49.191,-5.023,-5.585,1.373,4.742,5.939,-1.650,-2.850,-70.050
8.26,1,-48.343,-5.088,-5.388,1.312,4.957,5.834,-3.900,-3.600,-70.050
8.37,1,-46.987,-5.044,-5.199,1.342,5.053,5.811,-2.250,-4.200,-69.900
8.47,1,-45.179,-5.183,-5.081,1.355,5.266,5.896,-3.750,-4.650,-70.650
8.57,1,-43.205,-5.176,-4.968,1.715,5.023,5.775,-2.550,-6.600,-69.600
8.68,1,-41.145,-4.969,-4.781,1.398,5.648,5.225,-3.300,-10.050,-68.100
8.78,1,-38.997,-4.902,-4.581,1.338,5.926,5.420,-2.700,-9.150,-67.500
8.88,1,-36.821,-4.840,-4.378,1.699,6.139,4.988,-4.500,-12.000,-65.850
8.98,1,-34.572,-4.696,-4.105,1.426,6.434,4.820,-4.200,-12.300,-66.000
9.09,1,-32.099,-5.487,-4.971,1.592,6.373,4.453,-4.950,-13.800,-63.750
9.20,1,-29.218,-6.105,-5.887,1.820,6.447,4.338,-6.000,-14.400,-62.100
9.30,1,-26.691,-5.559,-5.360,1.699,6.891,4.064,-5.700,-18.450,-60.900
9.40,1,-24.069,-5.479,-5.661,1.619,7.182,3.297,-5.550,-18.300,-59.250
9.52,1,-21.307,-5.636,-6.067,1.615,7.145,3.348,-4.500,-19.050,-56.550
9.62,1,-18.702,-5.871,-6.753,1.797,7.279,2.971,-5.400,-21.300,-55.350
9.72,1,-15.781,-5.835,-7.447,2.172,7.318,2.424,-8.400,-22.500,-52.650
9.82,1,-12.681,-5.827,-7.522,1.355,7.656,2.152,-7.500,-24.600,-52.500
9.94,1,-9.683,-5.978,-8.035,1.768,7.686,2.369,-8.550,-25.800,-49.950
10.04,1,-8.122,-5.077,-7.422,1.949,7.730,1.873,-7.650,-26.700,-46.350
10.14,1,-6.596,-5.287,-8.306,2.139,7.631,1.295,-8.250,-25.800,-45.900
10.24,1,-5.436,-5.235,-6.444,2.121,7.537,0.955,-8.250,-27.000,-42.900
10.35,1,-4.347,-5.094,-2.173,1.820,7.828,1.078,-7.650,-27.150,-46.350
10.45,1,-3.380,-5.528,-0.900,1.879,7.674,1.182,-7.500,-27.300,-45.900
10.55,1,-2.755,-5.485,-0.479,1.883,8.039,1.104,-6.150,-26.700,-45.600
10.65,1,-2.729,-5.578,-0.013,1.768,7.744,0.945,-7.350,-27.150,-43.800
10.77,1,-2.949,-5.578,0.060,1.879,7.609,0.676,-7.350,-28.350,-43.800
10.87,1,-3.080,-5.338,-0.048,1.967,7.650,0.586,-6.000,-27.000,-44.700
10.97,1,-3.033,-5.244,-0.266,2.025,7.658,0.711,-7.350,-28.650,-45.300
11.09,1,-2.925,-5.182,-0.368,2.021,7.713,0.842,-8.250,-30.000,-43.950
11.18,1,-2.941,-5.130,-0.265,1.926,7.809,0.893,-6.750,-27.300,-45.150
11.28,1,-3.057,-5.101,-0.301,1.973,7.576,0.770,-6.900,-28.350,-45.300
11.40,1,-3.228,-4.992,-0.362,2.010,7.619,0.680,-5.250,-27.000,-45.450
11.49,1,-3.247,-5.099,-0.486,1.947,7.705,0.559,-6.750,-28.050,-45.150
11.61,1,-3.035,-4.932,-0.455,1.926,7.668,0.764,-6.750,-28.950,-45.150
11.71,1,-2.893,-4.866,-0.283,1.975,7.740,0.799,-6.900,-28.350,-46.050
11.81,1,-2.870,-5.138,-0.308,1.965,7.811,0.744,-6.750,-26.100,-45.450
11.93,1,-2.869,-5.317,-0.409,1.842,7.629,0.682,-7.650,-28.350,-45.300
12.03,1,-2.873,-4.881,-0.393,2.008,7.650,0.758,-5.550,-28.050,-45.900
12.14,1,-2.909,-4.984,-0.480,2.018,7.725,0.748,-7.050,-27.000,-44.700
12.24,1,-2.926,-5.085,-0.582,1.971,7.666,0.797,-7.350,-27.450,-45.600
12.34,1,-2.938,-5.045,-0.638,1.889,7.693,0.738,-7.350,-26.700,-45.300
12.45,1,-2.956,-4.873,-0.743,1.961,7.668,0.760,-7.500,-27.300,-46.200
12.55,1,-2.987,-4.862,-0.860,1.934,7.727,0.639,-6.000,-29.700,-45.450
12.64,1,-2.951,-4.780,-0.876,1.963,7.707,0.713,-6.300,-27.750,-44.400
