time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.09,1,-0.379,0.354,0.246,1.834,7.771,0.805,-1.650,-30.300,-50.100
0.21,1,-0.291,0.237,0.278,1.773,7.797,0.725,-1.950,-31.800,-49.800
0.31,1,-0.174,0.200,0.364,1.771,7.723,0.785,-3.150,-32.250,-49.800
0.42,1,-0.069,0.160,0.322,1.834,7.734,0.668,-3.000,-30.450,-50.250
0.52,1,0.082,0.087,0.286,1.779,7.752,0.699,-2.550,-31.950,-50.700
0.62,1,0.281,0.018,0.237,1.840,7.768,0.732,-2.400,-31.500,-49.050
0.72,1,0.413,0.029,0.227,1.867,7.754,0.746,-2.700,-31.050,-48.300
0.84,1,0.467,0.090,0.200,1.869,7.744,0.723,-2.700,-30.600,-48.300
0.94,1,0.485,0.148,0.123,1.896,7.715,0.666,-4.800,-31.950,-49.950
1.04,1,0.509,0.151,0.135,1.848,7.725,0.623,-2.700,-31.500,-49.050
1.14,1,0.546,0.069,0.113,1.850,7.734,0.643,-3.000,-31.200,-49.200
1.24,1,0.589,0.037,0.147,1.812,7.764,0.658,-1.800,-31.200,-48.450
1.35,1,0.587,0.074,0.149,1.803,7.703,0.664,-2.250,-32.850,-49.950
1.45,1,0.573,0.076,0.118,1.807,7.723,0.613,-2.700,-32.550,-47.550
1.57,1,0.598,0.097,0.107,1.830,7.830,0.623,-2.250,-33.150,-49.200
1.67,1,0.628,0.188,0.191,1.844,7.785,0.678,-2.550,-30.450,-48.750
1.77,1,0.575,0.260,0.185,1.789,7.795,0.656,-3.300,-32.400,-49.950
1.87,1,0.465,0.447,0.236,1.717,7.811,0.766,-2.550,-31.650,-50.250
1.99,1,0.224,0.663,0.280,1.719,7.854,0.789,-1.500,-32.400,-49.500
2.09,1,-0.073,0.934,0.275,1.758,7.736,0.740,-3.000,-30.900,-49.500
2.19,1,-0.397,1.268,0.257,1.803,7.824,0.807,-3.300,-32.850,-51.000
2.29,1,-0.747,1.468,0.202,1.670,7.811,0.813,-1.950,-32.250,-50.850
2.41,1,-1.114,1.602,0.278,1.639,8.006,0.924,-1.500,-32.400,-50.700
2.51,1,-1.630,1.633,0.326,1.611,7.846,0.939,-1.050,-31.950,-51.750
2.61,1,-2.130,1.792,0.446,1.590,7.863,0.984,-1.650,-30.600,-51.900
2.71,1,-2.732,2.365,0.950,1.437,7.734,1.184,-1.050,-31.950,-52.500
2.82,1,-3.313,3.542,1.328,1.328,7.795,1.217,0.150,-30.300,-53.100
2.92,1,-3.674,5.205,2.436,1.057,7.938,1.244,1.650,-31.500,-53.100
3.02,1,-3.978,7.350,3.414,0.492,7.836,1.488,3.450,-33.000,-53.850
3.12,1,-4.357,10.174,4.487,0.441,8.111,1.494,7.650,-31.800,-53.850
3.24,1,-5.036,12.883,4.825,0.152,7.908,1.471,9.600,-33.450,-54.600
3.42,1,-6.374,16.341,5.216,-0.553,7.908,1.695,11.850,-34.200,-55.350
3.44,1,-8.599,19.627,4.149,-0.621,7.877,1.922,14.850,-33.000,-56.100
3.56,1,-11.473,21.102,1.634,-0.955,7.645,2.113,15.450,-30.450,-58.800
3.65,1,-14.365,22.024,-1.159,-1.531,7.617,2.330,17.400,-28.650,-60.450
