time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.12,1,1.967,0.674,1.928,1.174,7.828,0.727,-2.700,-33.000,-45.300
0.21,1,1.974,0.677,1.883,1.160,7.865,0.777,-3.000,-31.950,-45.150
0.33,1,1.940,0.602,1.778,1.289,7.813,0.779,-3.450,-33.750,-45.600
0.42,1,1.923,0.598,1.662,1.309,7.834,0.818,-4.050,-31.950,-44.700
0.52,1,1.875,0.594,1.627,1.271,7.848,0.775,-1.950,-31.050,-46.050
0.62,1,1.849,0.543,1.581,1.295,7.869,0.691,-3.750,-33.150,-46.200
0.72,1,1.853,0.555,1.559,1.250,7.854,0.754,-3.900,-31.500,-46.050
0.84,1,1.882,0.556,1.471,1.273,7.863,0.684,-4.650,-33.000,-46.800
0.94,1,1.917,0.610,1.456,1.332,7.738,0.816,-4.500,-32.400,-46.200
1.06,1,1.919,0.614,1.500,1.217,7.936,0.771,-4.200,-31.800,-46.350
1.16,1,1.812,0.520,1.512,1.166,7.855,0.750,-3.300,-31.200,-46.650
1.26,1,1.752,0.533,1.466,1.133,7.793,0.730,-3.900,-32.250,-46.350
1.36,1,1.778,0.670,1.397,1.219,7.846,0.754,-3.900,-31.800,-46.050
1.47,1,1.759,0.813,1.423,1.289,7.836,0.822,-3.450,-31.500,-47.100
1.57,1,1.760,0.861,1.379,1.230,7.838,0.779,-2.550,-32.400,-45.900
1.68,1,1.721,0.927,1.319,1.236,7.908,0.730,-3.300,-31.200,-48.000
1.78,1,1.679,0.952,1.287,1.160,7.811,0.764,-2.550,-34.050,-46.650
1.90,1,1.723,1.065,1.357,1.246,7.898,0.828,-4.050,-31.950,-48.450
1.99,1,1.716,1.048,1.282,1.246,7.885,0.791,-3.450,-30.600,-45.300
2.10,1,1.702,1.058,1.267,1.203,7.844,0.730,-2.700,-33.000,-47.100
2.20,1,1.705,1.075,1.238,1.223,7.807,0.748,-3.000,-32.850,-45.900
2.31,1,1.723,1.070,1.153,1.172,7.881,0.779,-3.300,-31.950,-47.400
2.42,1,1.756,1.199,1.136,1.314,7.773,0.846,-3.150,-33.000,-45.300
2.52,1,1.760,1.252,1.073,1.412,7.922,0.836,-2.250,-31.200,-47.400
2.62,1,1.676,1.258,1.118,1.268,7.889,0.838,-3.450,-31.500,-46.050
2.73,1,1.509,1.260,1.088,1.187,7.779,0.633,-3.900,-33.000,-46.800
2.84,1,1.570,1.294,1.112,1.205,7.977,0.805,-4.500,-31.950,-48.000
2.94,1,1.570,1.328,1.088,1.186,7.760,0.914,-2.700,-31.800,-47.100
3.06,1,1.422,1.468,1.027,1.225,7.807,0.744,-3.450,-32.250,-47.550
3.13,1,1.409,1.391,0.858,1.270,7.777,0.709,-4.050,-32.850,-46.650
3.27,1,1.524,1.330,0.811,1.225,7.830,0.898,-3.750,-33.600,-46.200
3.37,1,1.603,1.371,0.886,1.178,7.908,0.898,-2.700,-32.250,-46.800
3.47,1,1.542,1.469,0.909,1.252,7.852,0.861,-3.150,-33.000,-45.300
3.57,1,1.479,1.567,0.914,1.176,7.791,0.787,-3.300,-31.950,-47.400
3.66,1,1.451,1.505,0.789,1.129,7.861,0.701,-4.500,-33.150,-46.200
3.76,1,1.516,1.382,0.566,1.113,7.785,0.834,-1.950,-31.800,-46.350
3.86,1,1.576,1.418,0.543,1.164,7.836,0.943,-3.750,-34.050,-46.200
3.98,1,1.496,1.506,0.547,1.252,7.781,0.822,-1.950,-31.050,-46.350
4.09,1,1.399,1.465,0.482,1.268,7.852,0.766,-4.650,-32.550,-44.850
4.19,1,1.386,1.271,0.203,1.195,7.789,0.701,-3.750,-33.600,-46.650
4.29,1,1.484,1.179,0.147,1.244,7.777,0.703,-3.000,-31.950,-46.650
4.39,1,1.692,1.130,0.166,1.211,7.813,0.738,-3.450,-31.800,-47.850
4.49,1,1.951,1.257,0.219,1.150,7.871,0.830,-4.050,-31.650,-47.400
4.59,1,2.068,1.357,0.327,1.197,7.904,0.908,-4.200,-32.550,-46.050
4.71,1,1.995,1.450,0.299,1.225,7.881,0.766,-4.200,-31.800,-45.300
4.81,1,1.937,1.563,0.289,1.234,7.826,0.715,-2.400,-31.800,-46.050
4.91,1,1.950,1.593,0.245,1.266,7.889,0.713,-2.400,-31.500,-46.350
5.03,1,2.027,1.581,0.268,1.219,7.834,0.791,-2.550,-32.400,-44.700
5.12,1,2.045,1.620,0.264,1.160,7.895,0.773,-2.550,-32.850,-45.900
