time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.12,0,-0.515,0.667,-1.198,-1.896,-7.768,1.045,13.200,33.000,-35.850
0.21,0,-0.484,0.472,-0.722,-1.580,-7.936,0.971,13.950,33.450,-36.900
0.31,0,-0.234,0.352,-0.706,-1.803,-7.900,1.070,14.400,34.200,-38.400
0.41,0,-0.064,0.451,-0.586,-1.650,-7.916,1.043,12.450,34.200,-37.200
0.51,0,-0.144,0.507,-0.800,-1.807,-7.938,1.020,12.450,33.750,-36.150
0.62,0,-0.252,0.707,-0.947,-1.670,-7.857,0.977,12.750,34.800,-36.000
0.74,0,-0.254,0.762,-1.212,-1.779,-7.896,1.006,14.400,33.750,-36.900
0.84,0,-0.179,0.757,-1.294,-1.744,-7.910,1.047,13.200,34.500,-37.200
0.94,0,-0.102,0.554,-1.366,-1.740,-7.891,1.010,13.650,33.450,-36.150
1.04,0,-0.160,0.336,-1.384,-1.789,-7.902,1.012,13.050,35.100,-37.050
1.23,0,-0.261,0.328,-1.249,-1.727,-7.881,1.043,12.150,33.750,-36.600
1.26,0,-0.258,0.344,-1.228,-1.725,-7.877,1.016,14.700,33.750,-36.900
1.36,0,-0.255,0.292,-1.386,-1.777,-7.811,0.963,12.450,33.450,-36.900
1.46,0,-0.189,0.189,-1.460,-1.816,-7.873,0.918,13.500,34.800,-36.750
1.58,0,0.003,0.088,-1.386,-1.934,-7.807,0.990,12.900,33.450,-37.200
1.68,0,0.190,0.064,-1.065,-1.707,-7.850,1.002,13.200,34.500,-37.950
1.78,0,0.219,0.070,-1.136,-1.803,-7.863,0.994,13.050,34.350,-36.300
1.88,0,0.146,0.119,-1.113,-1.807,-7.930,1.012,12.000,33.600,-37.050
2.00,0,0.119,0.262,-1.062,-1.736,-7.789,1.002,13.500,35.850,-34.950
2.10,0,0.158,0.355,-0.978,-1.762,-7.883,1.010,11.550,34.350,-36.750
2.21,0,0.165,0.471,-0.753,-1.754,-7.877,0.936,12.450,34.950,-36.600
2.31,0,0.180,0.490,-0.441,-1.621,-7.908,0.949,13.200,32.250,-37.650
2.41,0,0.191,0.379,-0.315,-1.775,-7.895,0.965,13.500,33.600,-37.050
2.53,0,0.354,0.347,0.046,-1.508,-7.932,0.918,13.200,33.750,-36.600
2.63,0,0.477,0.336,0.024,-1.654,-7.889,0.871,12.000,33.600,-36.750
2.73,0,0.527,0.318,0.012,-1.775,-7.820,0.904,13.500,33.900,-37.050
2.83,0,0.501,0.305,-0.037,-1.668,-7.881,0.881,13.200,33.450,-37.650
2.93,0,0.509,0.318,-0.144,-1.871,-7.930,0.904,13.200,33.750,-36.900
3.04,0,0.619,0.502,-0.052,-1.758,-8.033,0.826,12.300,32.400,-37.050
3.16,0,0.723,0.684,-0.216,-1.789,-7.912,0.943,12.300,33.150,-35.550
3.26,0,0.849,0.857,-0.249,-1.744,-7.986,0.857,13.200,35.250,-36.600
3.36,0,0.922,0.980,-0.039,-1.727,-7.951,0.813,12.900,35.250,-36.900
3.46,0,0.889,0.737,-0.054,-1.779,-7.939,0.830,12.450,34.500,-35.850
3.57,0,0.800,0.559,0.038,-1.621,-7.879,0.875,13.050,34.800,-37.500
3.68,0,0.796,0.393,-0.059,-1.754,-8.025,0.797,13.200,34.200,-37.650
3.78,0,0.825,0.518,0.014,-1.645,-7.828,0.844,12.900,34.200,-35.850
3.89,0,0.813,0.654,-0.036,-1.562,-7.932,0.863,12.000,34.350,-37.500
4.00,0,0.699,0.743,-0.200,-1.648,-7.908,0.848,11.700,33.750,-36.150
