time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.11,0,-0.033,0.607,0.011,-2.064,-7.799,0.898,14.250,32.400,-38.250
0.21,0,0.067,0.617,0.235,-1.947,-7.945,0.902,14.700,34.200,-38.400
0.32,0,-0.019,0.437,0.126,-1.895,-7.861,1.068,14.700,31.800,-38.700
0.42,0,-0.253,0.298,-0.286,-2.109,-7.855,1.041,15.150,31.800,-36.900
0.52,0,-0.441,0.407,-0.171,-1.828,-7.811,1.043,14.250,33.600,-38.250
0.64,0,-0.450,0.494,-0.477,-2.094,-7.738,0.852,14.400,33.750,-38.400
0.74,0,-0.371,0.518,-0.471,-2.119,-7.723,0.912,15.000,33.600,-38.250
0.84,0,-0.076,0.420,-0.160,-1.979,-7.951,0.924,13.950,31.800,-37.950
0.95,0,0.226,0.374,-0.100,-2.371,-7.857,0.875,14.400,34.200,-37.650
1.05,0,0.312,0.409,0.364,-1.799,-7.990,1.000,13.950,33.000,-37.200
1.15,0,0.058,0.445,0.181,-2.160,-7.824,0.912,15.150,33.450,-37.650
1.28,0,-0.111,0.487,0.152,-1.891,-7.783,0.898,15.000,33.900,-38.250
1.38,0,-0.012,0.382,0.035,-1.992,-7.814,0.809,14.700,32.550,-37.200
1.48,0,0.206,0.255,-0.360,-2.418,-7.834,0.775,13.950,32.550,-36.900
1.58,0,0.401,0.252,-0.138,-2.041,-7.863,0.951,14.400,33.000,-37.950
1.68,0,0.458,0.203,0.006,-1.912,-7.701,0.982,14.250,31.950,-38.250
1.79,0,0.153,0.025,-0.005,-1.973,-7.986,0.852,15.300,31.950,-37.800
1.89,0,-0.288,-0.185,-0.375,-2.156,-7.604,0.838,15.900,33.450,-38.400
1.99,0,-0.592,-0.293,-0.533,-2.098,-7.729,0.922,14.550,32.400,-38.550
2.11,0,-0.597,-0.283,-0.493,-2.172,-7.729,0.879,15.300,32.850,-36.300
2.22,0,-0.460,-0.297,-0.610,-2.234,-7.756,0.889,15.750,32.400,-36.000
2.32,0,-0.389,-0.299,-0.759,-2.223,-7.758,0.871,14.700,32.550,-38.700
2.43,0,-0.382,-0.279,-0.692,-2.176,-7.746,0.889,15.300,31.950,-37.500
2.53,0,-0.436,-0.269,-0.714,-2.195,-7.857,0.898,13.800,32.850,-36.750
2.63,0,-0.500,-0.239,-0.741,-2.266,-7.789,0.947,15.300,33.150,-38.250
2.74,0,-0.560,-0.141,-0.620,-2.314,-7.777,0.971,14.700,31.500,-37.200
2.84,0,-0.602,-0.057,-0.501,-2.131,-7.914,0.945,14.550,32.400,-37.800
2.94,0,-0.749,-0.013,-0.465,-2.133,-7.777,0.973,13.500,31.650,-37.800
3.05,0,-0.936,0.003,-0.466,-2.047,-7.801,1.119,15.750,31.650,-38.250
3.16,0,-1.107,0.091,-0.614,-2.111,-7.813,1.016,16.050,31.950,-39.600
3.26,0,-1.391,0.231,-0.763,-2.139,-7.846,1.023,15.900,31.800,-37.200
3.38,0,-1.890,0.401,-1.041,-2.240,-8.141,1.148,14.400,32.250,-38.400
3.48,0,-2.858,0.670,-1.043,-2.092,-7.928,1.340,13.800,33.150,-40.050
3.58,0,-4.343,1.049,-0.939,-2.174,-7.908,1.346,13.500,33.150,-40.350
3.68,0,-6.142,1.674,-1.002,-2.174,-7.811,1.623,15.300,31.650,-42.600
3.80,0,-8.227,2.528,-1.182,-1.986,-7.703,1.799,14.250,29.700,-43.350
3.90,0,-10.405,3.465,-1.478,-1.869,-7.320,2.197,13.800,30.900,-45.900
4.01,0,-12.748,4.138,-2.157,-1.734,-7.391,2.748,12.450,28.800,-47.250
4.11,0,-15.191,4.466,-2.935,-1.750,-7.387,3.047,12.150,27.900,-49.050
4.21,0,-18.026,4.817,-3.636,-1.559,-7.180,3.508,11.700,26.400,-50.850
4.33,0,-21.290,4.658,-4.824,-1.955,-6.938,3.695,11.400,26.100,-53.100
4.43,0,-24.545,4.462,-5.614,-1.609,-6.834,4.264,13.650,24.450,-53.100
4.53,0,-27.478,3.987,-6.878,-2.010,-6.391,4.428,12.150,21.000,-56.850
4.64,0,-30.454,3.834,-7.758,-1.654,-6.211,4.771,12.150,20.250,-57.900
4.73,0,-33.556,3.519,-8.620,-1.916,-6.020,5.078,12.750,18.150,-60.600
4.85,0,-36.924,3.139,-9.221,-1.764,-5.619,5.420,13.500,16.500,-62.850
4.95,0,-40.372,2.555,-9.635,-2.162,-5.523,6.086,12.000,13.500,-63.600
5.06,0,-43.967,3.043,-9.343,-1.309,-4.695,5.973,12.750,9.150,-63.900
5.17,0,-47.349,2.052,-9.970,-1.727,-4.443,6.316,14.550,8.400,-65.100
5.28,0,-50.752,1.144,-10.473,-1.971,-3.975,6.623,13.500,4.200,-66.900
5.38,0,-53.634,0.368,-10.710,-2.006,-3.639,7.008,13.650,2.400,-67.500
5.48,0,-56.559,-1.015,-11.322,-2.340,-3.236,7.152,14.250,-0.300,-66.600
5.58,0,-60.006,-2.225,-11.811,-2.070,-2.742,7.117,14.700,-4.050,-67.500
5.68,0,-63.212,-3.863,-12.278,-2.223,-2.328,7.258,14.250,-6.900,-67.200
5.79,0,-65.473,-5.091,-12.185,-2.539,-1.865,7.313,12.900,-9.450,-66.300
5.91,0,-67.326,-5.465,-11.604,-2.303,-1.557,7.318,15.750,-11.550,-66.900
6.01,0,-68.656,-5.843,-10.889,-2.262,-1.645,7.734,15.000,-13.050,-67.200
6.13,0,-69.932,-6.446,-10.282,-2.379,-1.453,7.492,15.750,-14.250,-67.650
6.22,0,-71.020,-6.679,-9.787,-2.453,-1.291,7.631,16.050,-14.250,-66.900
6.32,0,-71.807,-6.697,-9.376,-2.219,-1.066,7.645,14.700,-16.350,-66.750
6.43,0,-72.255,-6.697,-9.125,-2.477,-0.926,7.363,13.650,-15.600,-66.300
6.53,0,-72.326,-6.615,-8.971,-2.338,-1.061,7.730,14.400,-15.900,-67.800
6.64,0,-72.442,-6.687,-8.732,-2.717,-0.947,7.688,12.300,-15.750,-67.650
6.75,0,-72.271,-6.309,-8.556,-2.023,-1.012,7.416,13.500,-16.950,-67.650
6.85,0,-72.127,-6.435,-8.409,-2.289,-0.992,7.410,14.700,-16.350,-67.050
6.95,0,-72.264,-6.384,-8.325,-2.187,-1.080,7.574,14.250,-14.550,-66.900
7.06,0,-72.292,-6.303,-8.269,-2.502,-1.012,7.652,13.650,-15.900,-67.800
7.17,0,-72.081,-6.257,-8.129,-2.166,-1.229,7.455,14.250,-14.550,-65.850
7.27,0,-71.773,-6.140,-7.990,-2.502,-1.131,7.742,15.900,-13.650,-66.750
7.39,0,-71.702,-6.089,-7.703,-2.396,-1.094,7.586,13.950,-15.600,-67.050
7.49,0,-71.719,-6.096,-7.352,-2.191,-1.096,7.514,14.400,-15.600,-67.500
7.59,0,-71.520,-6.093,-7.068,-2.430,-0.951,7.389,14.400,-15.150,-68.250
7.69,0,-70.917,-6.187,-6.841,-2.227,-1.223,7.455,15.300,-13.800,-67.200
7.79,0,-70.047,-6.009,-6.656,-2.432,-1.096,7.600,15.000,-13.500,-68.700
7.90,0,-69.354,-5.944,-6.525,-2.008,-1.562,7.559,14.250,-13.500,-67.200
8.01,0,-68.944,-6.253,-6.350,-2.338,-1.334,7.570,15.000,-12.300,-67.950
8.13,0,-68.144,-6.444,-5.923,-2.670,-1.541,7.211,14.250,-12.750,-67.200
8.23,0,-67.390,-6.219,-5.613,-2.484,-1.984,7.412,14.550,-11.550,-67.650
8.32,0,-67.155,-5.915,-5.361,-2.291,-1.713,7.486,15.450,-10.950,-67.500
8.44,0,-67.092,-5.896,-5.067,-2.221,-1.561,7.389,13.950,-13.650,-67.050
