time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.12,1,-0.176,-0.534,-0.501,2.648,7.287,-31.999,-30.177,-39.712,-16.456
0.22,1,-0.166,-0.684,-0.207,2.703,7.271,-31.999,-30.327,-37.162,-18.106
0.31,1,-0.216,-0.855,0.017,2.752,7.275,-31.999,-29.877,-37.312,-16.456
0.42,1,-0.291,-0.742,-0.244,2.715,7.285,-31.999,-31.077,-38.362,-19.156
0.53,1,-0.310,-0.678,-0.626,2.604,7.283,-31.999,-29.427,-38.512,-16.456
0.63,1,-0.268,-0.696,-0.646,2.590,7.336,-31.999,-30.777,-37.912,-16.306
0.73,1,-0.255,-0.675,-0.237,2.736,7.166,-31.999,-29.877,-37.312,-19.456
0.84,1,-0.276,-0.608,-0.104,2.719,7.215,-31.999,-30.927,-38.062,-18.706
0.95,1,-0.228,-0.413,-0.455,2.715,7.375,-31.999,-30.777,-40.312,-18.406
1.05,1,-0.104,-0.073,-0.625,2.529,7.199,-31.999,-30.927,-36.562,-18.256
1.16,1,-0.001,0.408,-0.311,2.818,7.168,-31.999,-30.777,-39.562,-16.306
1.26,1,0.065,0.492,-0.390,2.873,7.252,-31.999,-31.077,-39.562,-16.606
1.35,1,-0.012,0.238,-0.509,2.598,7.295,-31.999,-31.527,-38.362,-17.656
1.46,1,-0.094,0.313,-0.644,2.709,7.328,-31.999,-31.377,-38.062,-17.506
1.56,1,-0.060,0.489,-0.434,2.600,7.283,-31.999,-31.527,-37.612,-15.856
1.68,1,-0.077,0.650,-0.027,2.602,7.398,-31.999,-31.077,-37.912,-16.306
1.78,1,-0.025,1.853,-0.050,2.547,7.289,-31.999,-30.627,-38.062,-16.756
1.89,1,-0.109,3.530,-0.150,2.656,7.295,-31.999,-30.327,-38.362,-17.656
1.99,1,-0.522,4.803,-0.102,2.652,7.246,-31.999,-30.627,-38.062,-18.706
2.09,1,-1.142,6.098,-0.191,2.504,7.217,-31.999,-30.927,-38.512,-18.256
2.19,1,-2.254,7.473,-0.355,2.619,7.352,-31.999,-31.827,-37.612,-19.606
2.30,1,-3.670,8.265,-0.148,2.555,7.246,-31.999,-31.677,-37.012,-20.506
2.40,1,-5.031,8.759,0.198,2.520,7.121,-31.999,-32.577,-34.762,-21.106
2.50,1,-6.441,9.258,0.129,2.564,7.031,-31.999,-32.277,-34.462,-22.456
2.60,1,-7.985,9.126,0.345,2.436,6.834,-31.999,-30.627,-33.112,-24.556
2.71,1,-9.367,10.279,0.113,2.496,6.836,-31.999,-29.427,-31.462,-26.056
2.83,1,-11.049,11.634,-0.358,2.400,6.686,-31.999,-30.777,-31.312,-28.756
2.93,1,-13.599,13.099,-0.898,2.395,6.475,-31.999,-29.877,-29.062,-27.856
3.03,1,-16.433,14.402,-1.429,2.275,6.305,-31.999,-29.277,-28.912,-31.756
3.13,1,-19.003,16.371,-2.266,2.338,5.959,-31.999,-30.627,-26.062,-31.306
3.24,1,-21.376,17.975,-2.923,2.338,5.781,-31.999,-30.627,-25.162,-34.606
3.35,1,-23.762,20.326,-4.431,1.896,5.525,-31.999,-30.777,-24.262,-34.756
3.45,1,-26.074,24.023,-7.234,2.756,5.107,-31.999,-32.427,-20.512,-34.156
3.56,1,-28.423,25.205,-7.700,2.760,4.820,-31.999,-31.527,-19.612,-36.256
3.66,1,-31.115,24.858,-6.929,2.426,4.660,-31.999,-29.577,-18.412,-38.056
3.76,1,-34.121,24.426,-6.164,2.201,4.447,-31.999,-29.427,-17.362,-40.156
3.86,1,-37.404,24.178,-5.474,1.785,4.227,-31.999,-27.177,-14.062,-41.956
3.97,1,-40.884,24.399,-5.322,1.689,3.881,-31.999,-24.777,-13.012,-42.856
4.07,1,-44.711,22.199,-1.481,0.439,3.635,-31.999,-21.327,-11.512,-47.656
4.18,1,-47.811,22.703,-0.477,0.168,3.359,-31.999,-17.427,-9.712,-49.006
4.28,1,-50.309,24.857,-2.052,0.566,2.881,-31.999,-17.727,-7.012,-49.756
4.38,1,-53.451,26.366,-4.385,0.555,2.477,-31.999,-17.127,-2.512,-48.106
4.49,1,-57.189,27.215,-7.030,0.369,2.016,-31.999,-19.227,-1.912,-49.306
4.60,1,-60.910,28.031,-9.422,0.383,1.525,-31.999,-18.177,1.688,-48.706
4.71,1,-64.447,28.932,-11.518,0.578,1.080,-31.999,-18.477,3.938,-47.956
4.81,1,-67.950,29.453,-13.652,0.639,0.650,-31.999,-17.877,8.888,-49.606
4.92,1,-71.072,29.596,-15.372,0.738,0.121,-31.999,-17.427,10.988,-46.756
5.02,1,-74.327,29.343,-17.534,0.332,-0.150,-31.999,-17.727,12.188,-46.756
5.12,1,-77.561,29.386,-20.032,0.691,-0.631,-31.999,-19.077,15.488,-46.606
5.23,1,-80.829,28.888,-22.525,0.709,-0.920,-31.999,-18.927,17.288,-47.206
5.34,1,-83.697,28.193,-24.252,0.656,-1.365,-31.999,-17.427,20.888,-43.756
5.43,1,-85.985,27.864,-24.753,0.580,-1.648,-31.999,-16.977,22.388,-43.756
5.53,1,-88.160,27.144,-25.412,0.410,-1.898,-31.999,-16.827,24.488,-44.806
5.65,1,-89.872,26.283,-26.901,0.213,-2.201,-31.999,-16.227,25.388,-42.556
5.74,1,-91.725,25.711,-28.439,0.725,-2.594,-31.999,-16.227,27.638,-40.606
5.86,1,-93.776,25.000,-29.087,0.182,-2.701,-31.999,-16.377,28.988,-41.206
5.96,1,-95.631,23.916,-30.510,0.627,-3.086,-31.999,-17.727,30.188,-40.156
6.06,1,-96.837,23.572,-29.602,0.273,-2.822,-31.999,-16.227,32.438,-39.256
6.16,1,-97.904,22.576,-29.784,1.287,-4.006,-31.999,-14.877,32.588,-38.206
6.26,1,-98.389,22.233,-26.426,-1.084,-2.977,-31.999,-11.877,32.888,-42.406
6.37,1,-98.706,21.867,-27.260,-0.342,-3.187,-31.999,-11.277,33.188,-39.256
6.47,1,-99.011,21.637,-27.859,-0.227,-3.387,-31.999,-11.127,34.538,-39.406
6.58,1,-99.423,21.098,-28.270,-0.455,-3.414,-31.999,-13.227,33.488,-39.556
6.68,1,-99.621,21.238,-27.336,-0.773,-3.400,-31.999,-12.627,34.088,-38.956
6.80,1,-99.434,21.401,-27.055,-0.541,-3.355,-31.999,-12.027,34.388,-39.556
6.90,1,-99.242,21.467,-26.962,-0.523,-3.447,-31.999,-12.477,33.488,-40.606
7.01,1,-99.176,21.435,-27.084,-0.504,-3.447,-31.999,-11.127,32.888,-40.456
7.11,1,-99.255,21.495,-27.010,-0.172,-3.453,-31.999,-9.177,34.538,-38.956
7.21,1,-99.431,21.510,-26.281,-0.736,-3.521,-31.999,-10.977,33.938,-38.806
7.32,1,-99.511,21.487,-26.212,-0.559,-3.408,-31.999,-11.277,33.938,-39.256
7.42,1,-99.253,21.583,-26.308,-0.604,-3.494,-31.999,-9.927,33.788,-38.956
7.53,1,-98.915,21.695,-26.458,-0.410,-3.377,-31.999,-9.927,34.538,-40.906
7.63,1,-98.640,21.904,-26.194,-0.613,-3.373,-31.999,-8.577,33.938,-39.556
7.73,1,-98.729,21.955,-26.311,-0.586,-3.326,-31.999,-10.377,31.388,-39.706
7.84,1,-98.760,22.066,-26.424,-0.537,-3.377,-31.999,-10.527,32.438,-39.556
7.94,1,-98.558,22.072,-26.424,-0.566,-3.348,-31.999,-10.977,33.488,-40.606
8.05,1,-98.126,22.188,-26.219,-0.516,-3.318,-31.999,-10.677,32.888,-40.156
8.15,1,-97.643,22.276,-25.940,-0.623,-3.213,-31.999,-9.927,34.088,-41.206
8.25,1,-97.299,22.707,-25.343,-0.598,-3.139,-31.999,-10.527,34.388,-41.356
8.36,1,-97.166,22.813,-25.214,-0.674,-3.098,-31.999,-9.027,32.438,-41.056
8.46,1,-96.759,23.154,-24.873,-0.625,-3.193,-31.999,-10.527,31.238,-40.006
8.57,1,-96.238,23.635,-23.636,-0.818,-3.035,-31.999,-8.427,32.588,-42.406
8.67,1,-95.946,23.647,-23.205,-0.807,-2.963,-31.999,-9.327,30.038,-43.306
8.77,1,-95.108,23.785,-23.146,-0.629,-2.908,-31.999,-9.027,31.538,-41.356
8.89,1,-94.203,23.872,-22.959,-0.635,-2.797,-31.999,-9.777,30.338,-42.106
8.99,1,-93.650,24.038,-22.694,-0.771,-2.814,-31.999,-9.327,30.338,-42.106
9.09,1,-93.065,24.333,-22.446,-0.738,-2.713,-31.999,-10.527,30.788,-43.606
9.20,1,-92.247,24.771,-22.233,-0.639,-2.605,-31.999,-10.077,29.288,-43.306
9.30,1,-90.999,25.307,-21.650,-0.408,-2.480,-31.999,-10.077,29.588,-43.606
9.41,1,-89.396,25.638,-20.843,-0.551,-2.338,-31.999,-11.877,26.738,-44.206
9.51,1,-87.549,25.869,-19.563,-0.502,-1.980,-31.999,-10.377,26.738,-44.956
9.62,1,-85.604,25.919,-18.209,-0.510,-1.844,-31.999,-10.677,23.138,-47.206
9.72,1,-83.674,25.684,-16.823,-0.625,-1.574,-31.999,-9.027,21.338,-46.156
9.82,1,-81.434,25.387,-15.306,-0.691,-1.434,-31.999,-9.627,22.838,-46.756
9.93,1,-78.933,25.165,-13.483,-0.814,-0.918,-31.999,-8.877,18.938,-48.706
10.03,1,-76.775,24.844,-12.632,-0.773,-0.615,-31.999,-10.077,17.138,-49.156
10.13,1,-74.549,24.702,-11.886,-0.615,-0.436,-31.999,-10.077,17.138,-48.856
10.24,1,-72.461,24.566,-11.061,-0.523,-0.053,-31.999,-9.627,14.138,-50.506
10.34,1,-70.320,24.413,-10.532,-0.664,0.193,-31.999,-10.527,13.988,-47.656
10.45,1,-68.151,24.499,-10.024,-0.416,0.447,-31.999,-12.777,11.288,-50.356
10.55,1,-66.011,24.663,-10.014,-0.174,0.764,-31.999,-12.777,9.638,-50.356
10.66,1,-63.552,24.804,-9.862,0.014,0.957,-31.999,-15.027,7.388,-49.156
10.77,1,-60.409,25.010,-8.975,0.225,1.289,-31.999,-14.877,5.588,-49.306
10.87,1,-56.804,24.884,-7.536,0.508,1.650,-31.999,-14.277,2.588,-48.406
10.98,1,-53.237,24.363,-6.265,0.438,2.154,-31.999,-16.377,0.488,-48.706
11.08,1,-49.694,23.878,-5.392,0.250,2.586,-31.999,-17.577,-3.262,-48.406
11.18,1,-45.795,23.794,-4.431,0.676,3.033,-31.999,-17.727,-4.612,-47.956
11.29,1,-41.804,24.413,-4.380,0.904,3.520,-31.999,-19.827,-8.662,-48.106
11.39,1,-37.691,25.345,-4.296,1.441,3.812,-31.999,-22.677,-12.112,-44.956
11.50,1,-33.255,25.982,-3.483,1.275,4.285,-31.999,-23.277,-14.662,-44.356
11.60,1,-28.648,25.398,-0.985,1.135,4.777,-31.999,-25.077,-18.412,-42.856
11.70,1,-24.015,26.346,0.046,1.574,5.387,-31.999,-24.777,-19.612,-41.056
11.81,1,-19.153,28.163,-0.212,2.162,5.479,-31.999,-26.427,-24.112,-38.206
11.91,1,-14.057,26.872,1.697,2.152,6.068,-31.999,-28.227,-26.362,-35.356
12.02,1,-9.964,23.585,3.427,1.980,6.109,-31.999,-27.477,-29.962,-32.656
12.12,1,-7.511,18.869,4.894,0.988,6.828,-31.999,-25.227,-31.912,-30.106
12.23,1,-3.423,18.623,5.028,2.328,7.010,-31.999,-28.527,-32.812,-28.756
12.34,1,0.238,15.231,5.688,1.820,7.168,-31.999,-25.827,-35.512,-26.956
12.44,1,3.628,14.125,4.757,1.834,7.223,-31.999,-30.027,-37.162,-23.206
12.54,1,5.815,13.136,3.994,2.303,7.113,-31.999,-29.877,-37.762,-21.256
12.65,1,6.182,8.612,3.934,2.090,7.578,-31.999,-28.527,-36.712,-20.356
12.75,1,6.018,4.072,3.812,1.635,7.434,-31.999,-26.727,-41.662,-20.806
12.86,1,6.086,1.414,3.560,1.760,7.564,-31.999,-28.527,-41.512,-18.856
12.96,1,6.847,1.938,3.147,2.186,7.402,-31.999,-29.127,-40.162,-17.956
13.07,1,6.772,1.524,3.181,2.336,7.398,-31.999,-27.927,-41.212,-18.256
13.17,1,6.126,0.710,2.762,2.217,7.412,-31.999,-28.677,-40.162,-18.256
13.29,1,5.197,-0.724,2.661,1.984,7.396,-31.999,-27.927,-40.462,-18.256
13.38,1,4.274,-2.413,2.705,2.143,7.459,-31.999,-27.927,-41.662,-17.506
13.49,1,2.832,-5.199,2.978,1.955,7.521,-31.999,-27.177,-40.462,-19.456
13.60,1,2.176,-5.877,3.036,1.627,7.602,-31.999,-27.027,-40.612,-20.356
13.70,1,1.912,-5.285,3.117,1.922,7.563,-31.999,-26.577,-40.612,-20.356
13.81,1,2.023,-4.194,3.167,2.057,7.527,-31.999,-27.027,-41.062,-20.356
13.90,1,1.892,-3.713,3.119,1.900,7.525,-31.999,-26.727,-40.162,-20.056
14.02,1,1.722,-3.349,3.145,1.871,7.527,-31.999,-27.777,-40.312,-18.856
14.12,1,1.662,-2.869,3.182,1.854,7.564,-31.999,-27.777,-40.312,-18.856
14.22,1,1.737,-2.059,3.183,2.084,7.381,-31.999,-28.827,-41.512,-20.356
14.33,1,1.559,-1.702,3.230,1.996,7.520,-31.999,-29.127,-41.212,-19.006
14.42,1,1.444,-1.261,3.134,2.031,7.393,-31.999,-27.327,-39.862,-19.606
14.53,1,1.159,-1.561,3.296,2.100,7.547,-31.999,-27.327,-39.112,-19.906
