time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.10,1,-0.173,-0.169,0.013,1.771,7.758,0.365,-5.400,-29.850,-43.800
0.20,1,-0.114,-0.125,0.107,1.834,7.717,0.391,-4.650,-27.900,-44.550
0.31,1,-0.061,-0.150,0.235,1.826,7.754,0.416,-6.900,-27.900,-43.500
0.41,1,-0.021,-0.230,0.295,1.699,7.727,0.434,-6.750,-29.250,-42.900
0.51,1,0.022,-0.287,0.284,1.697,7.783,0.475,-5.700,-29.100,-44.550
0.63,1,0.082,-0.264,0.267,1.803,7.781,0.459,-6.300,-28.500,-43.950
0.73,1,0.084,-0.392,0.249,1.824,7.822,0.477,-4.950,-28.350,-43.800
0.84,1,0.021,-0.540,0.287,1.807,7.777,0.545,-4.500,-29.250,-43.200
0.94,1,-0.120,-0.546,0.484,1.756,7.746,0.410,-5.250,-28.500,-42.900
1.04,1,-0.248,-0.528,0.536,1.887,7.646,0.338,-6.000,-28.950,-42.900
1.14,1,-0.270,-0.584,0.564,1.883,7.703,0.326,-6.150,-27.900,-44.250
1.25,1,-0.194,-0.590,0.641,1.879,7.789,0.473,-5.400,-28.650,-42.750
1.39,1,-0.130,-0.614,0.576,1.791,7.758,0.480,-4.500,-28.950,-43.650
1.46,1,-0.078,-0.530,0.524,1.750,7.740,0.363,-4.950,-29.850,-43.800
1.56,1,0.073,-0.166,0.454,1.945,7.814,0.484,-5.550,-28.500,-44.700
1.67,1,0.005,-0.298,0.272,1.826,7.777,0.543,-5.250,-28.050,-44.400
1.78,1,-0.116,-0.447,0.158,1.693,7.732,0.490,-6.000,-28.050,-44.400
1.88,1,-0.217,-0.443,0.075,1.820,7.758,0.404,-6.150,-27.900,-43.500
1.99,1,-0.258,-0.470,0.045,1.783,7.785,0.422,-5.550,-27.750,-43.200
2.09,1,-0.229,-0.446,0.038,1.672,7.818,0.426,-5.550,-29.250,-43.650
2.20,1,-0.182,-0.252,0.001,1.762,7.813,0.523,-3.900,-29.550,-43.500
2.30,1,-0.178,-0.276,-0.034,1.785,7.686,0.469,-5.250,-28.950,-43.950
2.41,1,-0.198,-0.223,-0.036,1.854,7.723,0.457,-7.500,-28.050,-43.200
2.51,1,-0.207,-0.424,-0.164,1.789,7.834,0.400,-6.300,-27.300,-45.150
2.61,1,-0.220,-0.558,-0.200,1.850,7.746,0.551,-5.550,-28.500,-43.950
2.73,1,-0.210,-0.542,-0.287,1.879,7.752,0.564,-6.300,-27.300,-44.700
2.83,1,-0.228,-0.404,-0.393,1.816,7.691,0.459,-4.500,-28.950,-42.900
2.93,1,-0.230,-0.324,-0.401,1.900,7.678,0.457,-7.500,-26.550,-43.650
3.03,1,-0.206,-0.389,-0.352,1.766,7.705,0.453,-6.000,-29.700,-42.450
3.15,1,-0.201,-0.578,-0.371,1.703,7.748,0.453,-6.150,-28.650,-43.800
3.23,1,-0.132,-0.531,-0.360,1.682,7.797,0.400,-6.000,-28.500,-43.650
3.33,1,0.014,-0.341,-0.359,1.789,7.721,0.539,-6.150,-29.550,-44.550
3.46,1,0.091,-0.218,-0.343,1.855,7.803,0.449,-5.250,-28.050,-43.950
3.55,1,0.096,-0.199,-0.375,1.824,7.811,0.387,-4.950,-29.100,-43.800
3.65,1,0.081,-0.191,-0.453,1.771,7.758,0.381,-5.250,-30.000,-44.400
3.75,1,0.043,-0.139,-0.539,1.785,7.734,0.441,-6.000,-27.750,-41.700
3.86,1,-0.142,-0.133,-0.746,1.686,7.855,0.727,-5.250,-28.950,-43.200
3.96,1,-0.738,0.050,-0.795,1.621,7.814,0.910,-5.700,-28.350,-43.500
4.06,1,-1.743,0.394,-0.831,1.691,7.820,0.848,-6.000,-28.050,-45.150
4.16,1,-3.024,0.566,-1.274,1.770,7.830,0.885,-6.150,-27.150,-46.050
4.28,1,-4.393,0.717,-1.420,1.816,7.730,0.895,-7.500,-28.050,-46.950
4.38,1,-5.520,0.853,-1.536,1.707,7.691,1.123,-5.400,-27.450,-48.600
