time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.13,1,1.080,0.418,-3.101,1.640,7.691,1.303,-22.886,-45.370,-21.424
0.23,1,1.118,0.500,-3.115,1.702,7.678,1.336,-24.086,-44.620,-21.124
0.32,1,1.009,0.506,-3.211,1.597,7.719,1.361,-23.636,-45.070,-22.474
0.43,1,0.958,0.498,-3.300,1.614,7.734,1.371,-24.986,-44.020,-22.774
0.54,1,0.995,0.555,-3.221,1.642,7.715,1.361,-22.136,-44.320,-21.724
0.65,1,0.979,0.573,-3.133,1.612,7.703,1.328,-22.586,-43.420,-22.474
0.75,1,0.946,0.592,-3.158,1.651,7.756,1.369,-24.236,-43.720,-21.274
0.85,1,1.075,0.661,-3.061,1.595,7.736,1.406,-21.386,-44.320,-21.424
0.97,1,1.197,0.751,-2.931,1.647,7.686,1.344,-22.586,-44.620,-21.424
1.06,1,1.162,0.741,-3.033,1.581,7.744,1.348,-25.136,-44.320,-21.124
1.17,1,1.139,0.737,-3.198,1.630,7.693,1.385,-24.386,-45.370,-21.124
1.27,1,1.172,0.733,-3.368,1.646,7.752,1.359,-23.486,-43.720,-20.824
1.38,1,1.160,0.724,-3.509,1.583,7.709,1.369,-22.886,-45.070,-20.374
1.48,1,1.136,0.724,-3.634,1.677,7.709,1.342,-22.286,-45.220,-22.024
1.58,1,1.080,0.727,-3.760,1.653,7.775,1.549,-24.386,-45.370,-21.724
1.69,1,0.526,0.902,-4.569,1.681,7.861,1.967,-23.486,-44.020,-19.774
1.81,1,-0.686,1.655,-6.826,1.749,7.813,2.137,-24.986,-42.820,-21.574
1.91,1,-2.062,3.162,-8.263,1.894,7.674,2.092,-23.786,-41.770,-22.774
2.00,1,-3.744,4.788,-9.178,1.845,7.645,2.250,-24.987,-42.067,-24.576
2.11,1,-5.780,6.268,-10.660,1.761,7.523,2.652,-26.487,-40.117,-26.076
2.22,1,-7.625,8.414,-11.238,1.718,7.441,3.031,-25.137,-39.517,-28.026
2.32,1,-9.346,11.022,-11.849,1.743,7.375,3.395,-24.088,-37.265,-30.276
2.42,1,-11.595,13.558,-13.165,1.784,7.135,3.975,-24.088,-36.065,-32.976
2.53,1,-14.139,16.412,-14.280,1.386,6.898,4.287,-22.588,-33.664,-35.526
2.64,1,-17.269,18.888,-16.807,1.427,6.676,4.645,-23.338,-32.914,-37.776
2.75,1,-20.523,21.495,-19.601,1.526,6.184,5.150,-22.739,-29.607,-39.722
2.85,1,-23.792,24.252,-22.118,1.747,5.826,5.500,-22.139,-27.810,-41.074
2.95,1,-27.379,26.744,-23.948,1.472,5.490,5.957,-21.239,-24.498,-43.462
3.06,1,-31.574,28.856,-26.142,1.146,5.203,6.305,-21.988,-20.900,-45.264
3.17,1,-35.888,30.979,-29.246,1.153,4.557,6.629,-22.588,-18.050,-45.414
3.27,1,-40.142,33.416,-32.537,1.271,4.154,7.014,-21.089,-15.050,-47.365
3.38,1,-45.087,35.623,-36.065,1.231,3.447,7.244,-20.489,-12.950,-49.315
3.48,1,-50.487,37.244,-40.107,1.327,2.723,7.299,-20.486,-5.899,-49.760
3.58,1,-55.859,38.573,-43.620,1.317,2.355,7.529,-19.582,-4.400,-48.854
3.70,1,-61.426,39.605,-47.387,1.171,1.674,7.943,-19.732,-0.350,-51.554
3.80,1,-67.323,40.117,-51.315,0.915,1.131,7.973,-19.587,4.604,-49.909
3.91,1,-73.304,39.644,-55.287,0.923,0.264,7.445,-19.284,7.903,-49.308
4.00,1,-78.074,39.187,-58.666,1.038,-0.436,6.686,-20.634,12.403,-47.657
4.11,1,-80.904,39.467,-60.567,0.948,-0.775,7.240,-19.569,14.639,-48.853
4.20,1,-82.771,39.693,-61.531,0.837,-0.895,7.771,-19.719,15.689,-49.303
4.31,1,-84.019,39.706,-62.209,0.692,-0.791,7.678,-18.969,16.139,-46.753
4.40,1,-84.687,39.819,-62.728,0.759,-0.945,7.949,-19.869,16.589,-47.353
4.51,1,-85.250,39.657,-63.319,0.905,-0.930,7.848,-19.719,17.639,-46.753
4.63,1,-85.810,39.282,-63.577,0.745,-1.051,7.676,-19.719,18.839,-48.253
4.74,1,-86.158,38.958,-63.847,0.858,-1.389,7.836,-19.119,17.039,-46.903
4.84,1,-86.371,38.927,-64.110,0.864,-1.354,8.100,-19.269,16.889,-47.503
4.93,1,-86.664,38.820,-64.529,1.038,-1.408,7.787,-20.469,16.889,-48.253
5.04,1,-86.921,38.729,-64.566,0.874,-1.182,7.555,-19.269,17.639,-47.503
5.15,1,-86.757,38.953,-64.411,0.704,-1.229,7.869,-18.061,17.480,-48.852
5.26,1,-86.545,39.388,-64.617,0.800,-1.264,8.217,-18.511,17.630,-47.802
5.35,1,-86.650,39.412,-65.048,1.009,-1.154,8.086,-18.961,17.180,-48.552
5.46,1,-87.150,39.046,-65.099,0.786,-1.324,7.920,-18.811,17.780,-48.102
5.55,1,-87.728,39.198,-65.400,0.548,-1.344,7.926,-18.361,18.230,-48.402
5.66,1,-88.210,39.072,-65.755,0.483,-1.479,8.084,-18.061,18.680,-46.902
5.76,1,-88.856,38.562,-66.572,0.724,-1.506,7.908,-18.211,18.380,-47.202
5.88,1,-89.588,38.009,-67.412,0.847,-1.646,7.891,-19.261,19.580,-46.752
5.98,1,-90.302,37.309,-67.988,0.858,-1.617,7.475,-18.361,18.980,-46.602
6.09,1,-90.418,36.551,-68.091,1.179,-1.814,7.139,-19.261,20.030,-46.452
6.18,1,-89.869,37.034,-67.726,0.812,-1.738,8.117,-18.811,20.630,-47.352
