time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.04,1,-0.018,0.653,-0.731,1.619,7.824,0.824,-3.000,-30.900,-48.750
0.12,1,0.050,0.630,-0.753,1.592,7.783,0.777,-3.150,-29.850,-48.300
0.22,1,0.108,0.608,-0.769,1.596,7.781,0.801,-4.650,-31.800,-49.350
0.34,1,0.160,0.638,-0.789,1.631,7.766,0.787,-2.400,-31.050,-48.600
0.44,1,0.221,0.701,-0.827,1.555,7.855,0.805,-4.500,-31.200,-48.450
0.54,1,0.248,0.782,-0.821,1.607,7.797,0.793,-2.550,-31.650,-48.450
0.64,1,0.225,0.780,-0.809,1.533,7.777,0.768,-4.200,-31.800,-49.050
0.74,1,0.216,0.829,-0.742,1.580,7.768,0.723,-4.500,-32.400,-48.450
0.86,1,0.222,0.834,-0.710,1.590,7.801,0.730,-3.450,-31.500,-47.850
0.97,1,0.221,0.860,-0.718,1.479,7.826,0.771,-3.900,-32.250,-45.600
1.07,1,0.163,0.943,-0.680,1.535,7.848,0.904,-4.500,-31.200,-47.400
1.17,1,-0.023,1.073,-0.679,1.584,7.863,0.910,-4.050,-32.400,-47.700
1.27,1,-0.394,1.219,-0.679,1.533,7.844,0.869,-4.050,-32.850,-49.950
1.37,1,-0.815,1.440,-0.590,1.516,7.803,0.871,-1.950,-31.500,-48.600
1.49,1,-1.241,1.681,-0.417,1.461,7.920,0.961,-3.750,-30.900,-49.200
1.59,1,-1.842,2.127,-0.058,1.240,8.012,1.346,-2.250,-30.900,-49.200
1.69,1,-2.983,2.802,-0.134,1.238,8.174,1.436,-1.050,-31.200,-49.950
1.79,1,-4.731,3.709,-0.271,1.207,8.361,1.707,-1.050,-30.900,-51.450
1.89,1,-7.177,5.323,0.284,1.143,7.766,1.943,0.300,-30.900,-54.300
2.01,1,-9.950,6.846,0.273,0.938,7.736,2.061,1.800,-30.000,-56.550
2.11,1,-12.687,8.018,0.060,0.652,7.779,2.525,3.450,-28.650,-57.900
2.23,1,-15.381,9.299,0.057,0.266,8.002,2.838,4.650,-27.450,-60.900
2.33,1,-18.270,10.877,0.075,-0.152,7.244,3.291,7.050,-24.600,-63.300
2.43,1,-21.252,12.376,-0.278,-0.293,7.270,3.547,8.550,-24.150,-65.100
2.53,1,-24.328,13.905,-1.010,-0.559,6.988,4.031,9.600,-22.800,-66.750
2.63,1,-27.575,16.331,-1.498,-0.656,7.031,4.475,11.250,-21.450,-68.100
2.75,1,-31.499,18.080,-2.611,-0.645,6.502,4.434,15.000,-19.050,-71.700
2.84,1,-35.228,19.323,-3.790,-1.271,6.133,4.646,15.150,-15.000,-72.000
