time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.05,1,0.345,-0.301,-1.346,1.570,7.742,1.227,-17.861,-44.416,-22.820
0.17,1,0.418,-0.299,-1.438,1.570,7.727,1.281,-19.061,-44.416,-22.820
0.27,1,0.438,-0.297,-1.501,1.543,7.773,1.260,-19.061,-46.366,-23.270
0.37,1,0.435,-0.270,-1.475,1.490,7.715,1.193,-18.311,-44.866,-22.820
0.49,1,0.459,-0.258,-1.527,1.594,7.742,1.219,-18.311,-44.866,-22.070
0.59,1,0.482,-0.190,-1.500,1.531,7.770,1.199,-19.361,-44.416,-22.820
0.69,1,0.498,-0.189,-1.537,1.576,7.793,1.193,-18.761,-44.266,-23.120
0.79,1,0.529,-0.176,-1.579,1.506,7.734,1.268,-19.961,-45.466,-23.720
0.89,1,0.524,-0.227,-1.633,1.514,7.779,1.232,-18.311,-44.866,-23.270
1.00,1,0.530,-0.247,-1.655,1.498,7.762,1.252,-18.611,-45.166,-23.570
1.11,1,0.557,-0.269,-1.895,1.516,7.762,1.264,-17.411,-45.466,-21.920
1.21,1,0.558,-0.277,-2.029,1.574,7.758,1.240,-19.961,-45.016,-23.420
1.31,1,0.578,-0.296,-2.151,1.607,7.715,1.232,-19.511,-45.766,-23.120
1.41,1,0.604,-0.329,-2.136,1.555,7.705,1.184,-19.811,-46.066,-23.270
1.52,1,0.621,-0.378,-2.212,1.562,7.799,1.215,-18.611,-46.366,-22.820
1.63,1,0.636,-0.381,-2.214,1.564,7.781,1.197,-18.311,-44.866,-22.520
1.73,1,0.665,-0.386,-2.301,1.570,7.781,1.211,-20.561,-45.166,-23.270
1.83,1,0.678,-0.378,-2.416,1.596,7.727,1.219,-19.211,-46.666,-21.920
1.95,1,0.691,-0.376,-2.440,1.619,7.719,1.211,-19.811,-45.616,-22.820
2.05,1,0.679,-0.376,-2.392,1.535,7.721,1.184,-20.861,-45.616,-23.570
2.15,1,0.699,-0.353,-2.400,1.566,7.752,1.248,-20.711,-44.266,-22.670
2.25,1,0.754,-0.297,-2.297,1.512,7.768,1.195,-18.311,-46.366,-23.570
