time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.04,0,-0.915,0.012,-0.818,-2.305,-7.803,0.527,15.150,32.550,-33.600
0.09,0,-1.017,-0.036,-0.667,-2.299,-7.758,0.352,15.300,31.200,-33.450
0.15,0,-1.010,-0.026,-0.509,-2.227,-7.852,0.516,15.000,32.850,-32.700
0.18,0,-0.986,0.000,-0.365,-2.232,-7.807,0.443,15.000,32.850,-34.200
0.24,0,-0.912,0.008,-0.246,-2.215,-7.836,0.523,14.700,33.000,-33.600
0.29,0,-0.880,0.032,-0.088,-2.312,-7.787,0.410,15.450,33.750,-33.600
0.35,0,-0.805,0.020,0.048,-2.141,-7.859,0.461,15.150,32.550,-32.550
0.39,0,-0.775,0.018,0.021,-2.271,-7.824,0.451,15.900,32.250,-32.850
0.44,0,-0.703,-0.036,0.033,-2.170,-7.840,0.430,13.800,32.400,-33.450
0.49,0,-0.667,-0.044,-0.032,-2.305,-7.854,0.479,16.050,32.400,-35.250
0.56,0,-0.578,-0.059,-0.032,-2.107,-7.820,0.455,15.900,31.800,-32.850
0.61,0,-0.484,-0.108,-0.069,-2.225,-7.881,0.498,15.000,31.950,-32.700
0.66,0,-0.427,-0.173,-0.099,-2.199,-7.795,0.410,14.700,32.550,-32.850
0.71,0,-0.454,-0.287,-0.202,-2.227,-7.879,0.480,16.200,33.750,-33.300
0.76,0,-0.530,-0.482,-0.408,-2.336,-7.855,0.539,15.450,30.600,-32.550
0.83,0,-0.650,-0.637,-0.472,-2.346,-7.711,0.453,15.750,32.400,-34.200
0.88,0,-0.780,-0.782,-0.469,-2.307,-7.775,0.459,16.200,32.550,-32.100
0.93,0,-0.995,-0.891,-0.419,-2.217,-7.805,0.461,15.900,31.800,-33.300
0.98,0,-1.181,-0.999,-0.424,-2.270,-7.809,0.461,16.500,32.400,-32.250
1.03,0,-1.364,-1.087,-0.396,-2.291,-7.746,0.451,16.200,30.600,-33.900
1.08,0,-1.403,-1.181,-0.442,-2.281,-7.738,0.424,15.750,31.950,-33.000
1.13,0,-1.437,-1.233,-0.432,-2.357,-7.705,0.441,15.450,33.000,-33.600
1.19,0,-1.345,-1.233,-0.242,-2.283,-7.785,0.477,16.500,31.200,-34.950
1.23,0,-1.273,-1.188,-0.120,-2.281,-7.818,0.465,16.200,32.250,-32.850
1.28,0,-1.182,-1.165,-0.088,-2.271,-7.816,0.510,15.900,33.750,-32.850
1.35,0,-1.147,-1.079,-0.126,-2.279,-7.754,0.498,14.550,31.200,-32.700
1.40,0,-1.078,-1.036,-0.135,-2.314,-7.793,0.502,15.750,33.150,-33.000
1.45,0,-1.107,-0.789,-0.190,-2.379,-7.811,0.389,15.300,31.200,-34.950
1.49,0,-1.053,-0.485,-0.275,-2.357,-7.711,0.410,15.150,32.550,-33.300
1.55,0,-0.927,-0.287,-0.009,-2.033,-7.830,0.416,15.450,32.550,-33.600
1.61,0,-0.899,-0.262,-0.270,-2.152,-7.838,0.518,16.050,32.400,-33.750
1.66,0,-1.023,-0.327,-0.563,-2.420,-7.777,0.490,15.450,31.500,-33.600
1.71,0,-1.135,-0.445,-0.659,-2.256,-7.869,0.506,15.000,32.400,-34.200
1.76,0,-1.258,-0.524,-0.810,-2.330,-7.775,0.451,16.650,32.550,-33.900
1.83,0,-1.371,-0.615,-0.810,-2.277,-7.813,0.537,16.800,31.200,-33.750
1.88,0,-1.490,-0.632,-0.879,-2.365,-7.832,0.471,16.650,32.250,-32.100
1.93,0,-1.553,-0.608,-0.795,-2.219,-7.830,0.490,16.650,33.000,-32.850
1.97,0,-1.583,-0.569,-0.887,-2.342,-7.781,0.480,15.300,32.850,-33.000
2.03,0,-1.610,-0.520,-0.800,-2.186,-7.799,0.506,16.800,31.950,-33.450
2.08,0,-1.610,-0.343,-0.995,-2.426,-7.848,0.545,15.900,32.550,-33.600
2.13,0,-1.576,-0.209,-0.825,-2.150,-7.824,0.547,15.000,32.850,-33.450
2.19,0,-1.512,-0.071,-0.810,-2.221,-7.777,0.451,17.400,31.500,-33.300
2.23,0,-1.538,-0.020,-0.985,-2.244,-7.801,0.535,16.050,31.950,-33.450
2.28,0,-1.589,0.040,-1.063,-2.238,-7.703,0.559,15.300,34.350,-33.450
2.35,0,-1.597,0.032,-0.909,-2.223,-7.848,0.467,14.400,31.500,-31.800
2.41,0,-1.576,-0.074,-0.854,-2.223,-7.838,0.545,15.150,32.550,-32.850
2.45,0,-1.549,-0.169,-0.879,-2.227,-7.795,0.539,16.050,33.600,-33.450
2.49,0,-1.520,-0.307,-0.890,-2.354,-7.813,0.484,14.400,31.800,-33.900
2.55,0,-1.447,-0.430,-0.918,-2.236,-7.873,0.436,15.150,33.450,-33.300
2.61,0,-1.419,-0.588,-0.930,-2.203,-7.811,0.508,16.500,32.850,-35.250
2.66,0,-1.469,-0.527,-1.306,-2.617,-7.822,0.541,16.200,32.250,-33.300
2.71,0,-1.472,-0.455,-1.098,-2.129,-7.855,0.506,15.900,32.550,-33.900
2.77,0,-1.478,-0.334,-1.217,-2.316,-7.789,0.475,15.300,32.400,-34.500
2.81,0,-1.580,-0.213,-1.439,-2.365,-7.699,0.438,15.150,31.500,-31.800
2.88,0,-1.556,-0.207,-1.371,-2.195,-7.877,0.564,15.900,34.200,-32.850
2.94,0,-1.576,-0.197,-1.452,-2.219,-7.729,0.479,13.950,32.550,-32.100
2.98,0,-1.579,-0.235,-1.471,-2.318,-7.859,0.443,15.450,32.550,-33.600
3.04,0,-1.513,-0.365,-1.368,-2.240,-7.787,0.588,17.250,32.400,-35.250
3.08,0,-1.443,-0.464,-1.261,-2.111,-7.770,0.490,16.050,30.150,-33.000
3.13,0,-1.410,-0.559,-1.538,-2.385,-7.822,0.547,15.900,31.500,-31.350
3.19,0,-1.382,-0.551,-1.387,-2.186,-7.787,0.461,15.000,32.400,-33.000
3.25,0,-1.313,-0.448,-1.360,-2.342,-7.857,0.523,16.950,31.800,-32.850
3.30,0,-1.201,-0.266,-1.344,-2.182,-7.830,0.510,15.900,33.450,-32.850
3.35,0,-1.098,-0.102,-1.342,-2.273,-7.748,0.492,15.450,33.000,-33.900
3.39,0,-1.005,0.002,-1.271,-2.242,-7.850,0.488,15.900,31.050,-32.550
3.45,0,-0.965,0.097,-1.241,-2.266,-7.820,0.518,15.150,32.250,-33.900
3.51,0,-0.953,0.145,-1.210,-2.244,-7.814,0.402,14.400,32.250,-33.300
3.56,0,-0.951,0.153,-1.174,-2.291,-7.896,0.531,15.300,32.400,-32.250
3.61,0,-0.965,0.182,-1.143,-2.105,-7.887,0.410,16.650,31.500,-32.550
3.66,0,-0.985,0.204,-1.250,-2.326,-7.814,0.436,15.900,32.250,-32.100
3.73,0,-1.020,0.221,-1.204,-2.127,-7.795,0.482,16.200,33.000,-33.900
3.76,0,-1.038,0.231,-1.313,-2.230,-7.801,0.473,13.950,31.800,-33.600
3.83,0,-1.181,0.187,-1.275,-2.197,-7.885,0.500,14.400,31.500,-34.650
3.88,0,-1.563,0.197,-1.400,-2.258,-7.891,0.662,15.750,31.200,-32.700
3.93,0,-2.135,0.153,-1.715,-2.309,-7.809,0.512,16.500,33.150,-33.450
3.98,0,-3.032,0.096,-1.847,-2.240,-7.863,0.766,15.450,33.000,-33.900
4.03,0,-4.203,-0.031,-2.272,-2.285,-7.826,0.756,15.750,31.650,-34.200
4.08,0,-5.606,-0.125,-2.560,-2.227,-7.750,0.707,15.900,32.550,-33.900
4.13,0,-7.141,-0.360,-3.252,-2.260,-7.822,0.957,17.250,31.200,-36.000
4.19,0,-8.725,-0.780,-4.451,-2.482,-7.727,1.037,16.500,30.900,-36.300
4.25,0,-10.368,-1.141,-5.214,-2.404,-7.693,1.156,16.500,31.650,-36.300
4.29,0,-11.953,-1.405,-5.740,-2.492,-7.551,1.125,17.700,30.300,-36.900
4.35,0,-13.205,-1.680,-6.149,-2.375,-7.689,1.363,18.000,31.200,-37.050
4.39,0,-14.388,-1.980,-6.641,-2.416,-7.516,1.400,16.650,30.600,-37.950
4.45,0,-15.476,-2.338,-7.173,-2.592,-7.506,1.488,18.450,29.550,-38.400
4.50,0,-16.267,-2.688,-7.487,-2.461,-7.662,1.564,17.250,29.700,-38.250
4.55,0,-17.323,-2.928,-7.671,-2.693,-7.482,1.666,16.950,29.550,-39.450
4.61,0,-18.264,-3.189,-7.834,-2.631,-7.602,1.705,18.000,28.500,-39.300
4.66,0,-18.986,-3.583,-8.037,-2.541,-7.492,1.799,18.000,27.750,-39.000
4.73,0,-19.691,-3.987,-8.353,-2.760,-7.439,1.748,17.550,28.200,-39.300
4.76,0,-20.161,-4.269,-8.338,-2.631,-7.494,1.801,18.000,28.950,-39.600
4.81,0,-20.621,-4.460,-8.310,-2.602,-7.447,1.918,18.450,27.150,-40.200
4.86,0,-20.901,-4.598,-8.321,-2.727,-7.432,1.852,18.150,26.400,-38.400
4.94,0,-21.073,-4.765,-8.349,-2.762,-7.438,2.033,17.250,27.750,-40.050
4.98,0,-21.315,-4.661,-8.187,-2.777,-7.354,1.947,18.750,27.750,-39.000
5.03,0,-21.471,-4.611,-8.048,-2.662,-7.453,2.082,17.700,26.850,-41.250
5.08,0,-21.788,-4.554,-8.060,-2.752,-7.326,1.980,19.650,25.650,-39.900
5.13,0,-22.060,-4.687,-8.274,-2.750,-7.510,2.143,19.500,27.450,-40.050
5.18,0,-22.567,-4.709,-8.287,-2.711,-7.320,2.154,19.200,27.600,-42.450
5.23,0,-23.071,-4.875,-8.407,-2.738,-7.355,2.178,17.700,27.900,-40.650
5.30,0,-23.636,-5.118,-8.625,-2.910,-7.219,2.184,19.650,26.400,-40.650
5.36,0,-24.122,-5.458,-8.860,-2.705,-7.348,2.217,18.000,26.550,-40.350
5.40,0,-24.562,-5.773,-9.293,-2.975,-7.152,2.270,19.650,25.650,-41.250
5.45,0,-24.969,-6.115,-9.506,-2.832,-7.201,2.387,19.200,25.200,-41.250
5.51,0,-25.377,-6.347,-9.575,-2.920,-7.145,2.281,19.050,25.800,-43.050
5.55,0,-25.668,-6.620,-9.701,-2.869,-7.229,2.455,19.500,26.250,-41.550
5.60,0,-25.921,-6.972,-9.842,-2.908,-7.186,2.428,19.800,26.250,-43.350
5.67,0,-26.085,-7.141,-9.832,-3.008,-7.033,2.350,19.950,25.200,-43.500
5.71,0,-26.134,-7.279,-9.688,-2.936,-7.189,2.467,19.950,25.200,-43.200
5.77,0,-26.123,-7.333,-9.407,-2.863,-7.139,2.504,21.900,26.100,-41.250
5.84,0,-25.948,-7.438,-9.249,-2.992,-7.148,2.580,19.800,25.050,-43.050
5.87,0,-25.805,-7.427,-8.994,-3.043,-7.053,2.494,18.150,25.200,-42.750
5.92,0,-25.599,-7.375,-8.408,-2.805,-7.221,2.484,20.250,25.800,-43.050
5.99,0,-25.479,-7.542,-8.146,-2.947,-7.180,2.576,19.950,24.150,-42.450
6.03,0,-25.354,-7.837,-7.990,-2.977,-7.180,2.566,19.650,25.200,-43.500
6.08,0,-25.309,-8.063,-7.794,-3.137,-7.031,2.492,20.400,24.450,-42.000
6.13,0,-25.263,-8.216,-7.593,-3.066,-7.105,2.547,19.050,25.050,-43.050
6.18,0,-25.293,-8.296,-7.549,-3.109,-6.951,2.535,19.950,25.200,-42.450
6.23,0,-25.228,-8.372,-7.665,-3.107,-7.061,2.594,21.150,24.450,-42.750
6.30,0,-25.186,-8.285,-7.640,-3.062,-6.977,2.568,21.150,24.150,-42.750
6.36,0,-25.121,-8.126,-7.624,-3.197,-7.066,2.564,21.150,26.100,-41.700
6.40,0,-24.943,-8.049,-7.486,-2.912,-7.160,2.533,19.500,25.800,-42.600
