time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.12,0,-0.062,0.264,-2.444,-0.865,-8.061,0.369,6.450,40.650,-30.600
0.21,0,-0.049,0.273,-2.651,-0.844,-8.104,0.412,7.200,41.100,-30.300
0.33,0,-0.031,0.394,-2.691,-0.904,-8.096,0.311,6.000,40.500,-31.200
0.43,0,0.010,0.487,-2.670,-0.822,-8.051,0.354,7.200,41.100,-30.300
0.53,0,0.029,0.495,-2.664,-0.814,-8.076,0.330,7.950,41.100,-30.600
0.64,0,0.045,0.453,-2.704,-0.803,-8.084,0.311,6.450,39.900,-31.350
0.75,0,0.044,0.429,-2.772,-0.916,-8.010,0.283,8.250,40.500,-29.400
0.85,0,0.036,0.453,-2.839,-0.912,-8.027,0.355,7.800,40.950,-29.400
0.97,0,0.024,0.489,-2.817,-0.930,-8.078,0.375,6.750,41.700,-31.950
1.07,0,0.036,0.538,-2.712,-0.799,-8.041,0.338,7.500,40.950,-31.500
1.17,0,0.037,0.538,-2.750,-0.816,-8.113,0.354,4.950,42.600,-29.850
1.27,0,0.045,0.543,-2.873,-0.809,-8.043,0.305,5.700,39.900,-30.600
1.38,0,0.021,0.525,-2.909,-0.867,-8.090,0.328,6.300,40.950,-31.500
1.49,0,0.029,0.549,-2.953,-0.816,-8.012,0.303,6.150,39.600,-29.850
1.59,0,0.014,0.515,-3.034,-0.830,-8.066,0.350,6.450,40.350,-30.600
1.70,0,0.018,0.497,-3.121,-0.789,-8.062,0.371,6.000,40.950,-30.900
1.81,0,0.024,0.498,-3.200,-0.938,-8.146,0.330,6.300,40.200,-29.400
1.90,0,-0.032,0.547,-2.954,-0.777,-8.047,0.344,6.900,39.900,-29.850
2.01,0,-0.170,0.525,-2.847,-0.729,-8.051,0.348,5.550,40.500,-30.900
2.13,0,-0.133,0.539,-3.137,-0.814,-8.061,0.387,7.650,41.100,-31.050
2.23,0,-0.079,0.528,-3.555,-0.908,-8.076,0.371,6.900,40.650,-29.550
2.33,0,-0.035,0.484,-3.604,-0.865,-8.070,0.344,7.050,40.950,-30.450
2.44,0,-0.044,0.439,-3.532,-0.779,-8.109,0.359,7.500,41.250,-29.700
2.54,0,-0.055,0.423,-3.591,-0.859,-8.102,0.359,6.750,40.500,-30.150
2.64,0,-0.085,0.438,-3.563,-0.813,-8.102,0.363,6.750,39.750,-30.900
2.76,0,-0.079,0.418,-3.608,-0.791,-8.072,0.365,8.250,41.250,-30.450
