time,IMU#,roll,pitch,yaw,accelx,accely,accelz,compassx,compassy,compassz
0.07,0,0.105,-1.383,0.265,-2.035,-7.826,1.055,15.300,31.950,-36.000
0.18,0,0.162,-1.305,0.350,-1.975,-7.801,0.965,15.150,31.800,-36.150
0.28,0,0.315,-1.166,0.402,-2.068,-7.793,0.973,15.000,33.900,-37.500
0.39,0,0.436,-1.069,0.526,-2.086,-8.014,1.037,15.000,33.150,-37.500
0.49,0,0.205,-1.033,0.397,-2.203,-7.814,0.977,15.900,33.000,-36.150
0.59,0,-0.049,-1.076,0.628,-1.969,-7.799,0.994,14.400,32.250,-37.650
0.71,0,-0.106,-0.980,0.934,-2.004,-7.861,0.959,13.950,32.550,-37.200
0.81,0,0.105,-0.941,1.120,-1.898,-7.863,1.029,14.700,34.500,-37.200
0.93,0,0.319,-0.914,1.182,-1.971,-7.801,1.012,13.650,33.750,-38.400
1.03,0,0.376,-0.895,1.094,-1.996,-7.838,1.020,14.550,33.600,-36.300
1.13,0,0.323,-0.863,0.988,-1.969,-7.809,1.006,14.400,33.000,-36.150
1.23,0,0.306,-0.825,0.948,-1.967,-7.824,0.973,15.150,33.450,-37.650
1.33,0,0.337,-0.772,0.927,-2.018,-7.805,0.930,14.400,32.550,-36.900
1.45,0,0.372,-0.771,1.047,-1.932,-7.861,0.992,15.000,33.150,-37.500
1.55,0,0.345,-0.802,1.178,-1.896,-7.838,0.932,14.400,32.550,-36.900
1.65,0,0.247,-0.845,1.126,-1.916,-7.750,0.939,14.700,33.000,-36.900
1.75,0,0.208,-0.818,1.033,-1.924,-7.820,1.027,14.700,32.550,-36.900
1.88,0,0.192,-0.742,0.932,-1.914,-7.832,1.062,14.550,31.650,-37.050
1.96,0,0.185,-0.728,0.827,-1.994,-7.871,1.010,15.450,33.000,-37.200
2.06,0,0.210,-0.701,0.890,-1.941,-7.822,1.004,13.200,34.950,-37.200
2.18,0,0.222,-0.722,0.948,-1.871,-7.857,1.008,13.950,32.250,-37.650
2.28,0,0.227,-0.751,0.937,-1.924,-7.848,1.010,13.950,33.450,-36.600
2.39,0,0.231,-0.718,0.907,-1.977,-7.889,0.955,15.000,33.900,-35.550
2.50,0,0.226,-0.673,0.879,-1.941,-7.820,0.971,13.650,33.750,-37.650
2.60,0,0.172,-0.654,0.778,-1.961,-7.863,1.064,11.700,32.550,-36.900
2.71,0,0.083,-0.614,0.701,-1.947,-7.859,1.096,13.950,32.550,-36.900
2.81,0,-0.076,-0.546,0.623,-1.990,-7.842,1.025,13.950,33.000,-38.400
2.92,0,-0.266,-0.494,0.484,-1.900,-7.816,1.094,16.200,31.800,-37.200
3.01,0,-0.501,-0.533,0.349,-1.945,-7.814,1.113,13.200,33.450,-37.650
3.14,0,-0.767,-0.529,0.328,-1.963,-7.828,1.150,15.450,33.450,-38.700
3.24,0,-0.997,-0.490,0.316,-1.930,-7.830,1.203,13.800,32.850,-38.250
3.34,0,-1.238,-0.372,0.384,-2.027,-7.807,1.201,14.550,32.400,-38.550
3.45,0,-1.588,-0.199,0.522,-1.893,-7.811,1.248,14.250,33.600,-38.550
3.55,0,-1.960,-0.080,0.690,-1.830,-7.770,1.311,13.950,33.000,-39.150
3.65,0,-2.253,0.041,0.840,-1.824,-7.836,1.316,13.800,33.150,-39.600
3.76,0,-2.411,0.163,1.001,-1.908,-7.811,1.383,13.950,31.500,-39.900
3.88,0,-2.430,0.276,1.116,-1.752,-7.766,1.371,13.200,32.550,-38.700
3.97,0,-2.377,0.294,1.074,-1.828,-7.783,1.367,14.250,33.150,-39.600
4.07,0,-2.314,0.312,0.957,-1.875,-7.746,1.404,13.500,32.850,-41.100
4.18,0,-2.252,0.322,0.882,-1.875,-7.834,1.408,13.050,33.600,-39.600
4.29,0,-2.297,0.371,0.853,-1.912,-7.947,1.391,13.650,33.750,-38.700
4.39,0,-2.625,0.540,0.824,-1.848,-7.953,1.357,12.750,32.850,-39.000
4.50,0,-3.282,0.869,0.714,-1.881,-7.943,1.457,13.200,33.000,-39.150
4.60,0,-3.970,1.596,1.244,-1.904,-7.994,1.504,14.550,32.850,-41.100
4.70,0,-5.575,2.408,1.892,-1.592,-7.943,1.873,12.000,31.950,-42.300
4.82,0,-8.141,3.340,2.184,-1.488,-7.914,2.002,11.550,31.200,-44.400
4.92,0,-10.943,4.216,2.306,-1.691,-7.535,2.436,10.650,31.800,-46.800
5.02,0,-13.611,5.059,2.543,-1.484,-7.270,2.785,10.500,31.200,-49.950
5.14,0,-16.064,5.843,2.322,-1.701,-7.246,3.129,9.450,29.550,-51.300
5.24,0,-18.511,6.981,2.460,-1.021,-7.242,3.609,7.650,28.800,-53.100
5.34,0,-21.172,7.803,2.159,-0.805,-6.773,4.094,8.400,25.650,-54.900
5.45,0,-23.791,7.952,1.460,-1.062,-6.654,4.307,8.250,25.050,-57.750
5.55,0,-26.244,7.759,0.526,-1.020,-6.523,4.461,7.500,22.800,-57.300
5.65,0,-28.938,7.828,-0.418,-1.020,-6.311,4.773,7.800,22.800,-59.550
5.75,0,-31.704,7.445,-1.712,-0.955,-6.098,4.850,8.400,20.550,-61.500
5.88,0,-34.332,6.642,-3.048,-1.074,-5.801,5.342,7.500,18.900,-62.850
5.97,0,-36.720,5.821,-4.275,-1.480,-5.510,5.551,9.450,17.850,-61.500
6.09,0,-39.130,5.603,-4.899,-1.441,-5.400,5.941,10.950,14.100,-63.000
6.19,0,-41.724,5.383,-5.295,-1.557,-5.211,6.297,11.250,13.050,-63.900
6.29,0,-44.365,5.555,-5.215,-1.393,-4.789,6.277,11.250,10.800,-65.100
6.39,0,-47.193,5.977,-4.743,-1.307,-4.352,6.387,9.900,9.000,-67.800
6.51,0,-49.736,6.067,-4.223,-1.256,-4.168,6.932,10.050,6.450,-69.450
6.60,0,-51.500,5.710,-4.187,-1.047,-3.865,6.908,9.150,5.850,-68.250
6.70,0,-53.039,5.897,-4.502,-1.379,-3.797,7.033,8.550,4.200,-69.450
6.82,0,-54.719,6.186,-4.626,-0.916,-3.600,7.045,9.900,2.400,-70.800
6.92,0,-56.302,6.410,-4.706,-1.268,-3.289,7.289,8.700,0.150,-70.050
7.02,0,-57.418,7.098,-4.668,-0.705,-3.125,7.293,8.250,-0.300,-70.650
7.14,0,-58.215,7.347,-4.639,-0.971,-2.971,7.242,7.650,0.450,-70.800
7.24,0,-58.685,7.431,-4.485,-0.818,-3.127,7.355,6.750,0.000,-70.950
7.34,0,-59.174,7.479,-4.431,-0.781,-3.156,7.402,8.250,-0.750,-72.750
7.46,0,-59.852,7.354,-4.536,-0.807,-2.789,7.492,9.450,-2.400,-71.850
7.56,0,-60.334,7.777,-4.531,-0.502,-2.842,7.473,9.300,-0.300,-71.250
7.66,0,-60.285,7.719,-4.638,-0.758,-2.859,7.625,6.300,-1.050,-72.450
7.76,0,-60.378,7.732,-5.037,-0.695,-3.172,7.605,8.550,-0.300,-71.700
7.86,0,-60.985,7.730,-5.331,-0.545,-2.992,7.547,7.500,-1.050,-70.950
7.98,0,-61.704,7.757,-4.916,-0.904,-2.785,7.326,5.400,-3.600,-72.300
8.09,0,-62.084,7.790,-4.435,-1.041,-2.471,7.689,6.150,-2.850,-72.300
8.19,0,-63.485,7.961,-4.640,-0.762,-2.467,7.461,4.650,-3.150,-71.550
8.29,0,-65.743,7.835,-5.418,-0.609,-2.172,7.686,4.950,-6.750,-72.300
8.39,0,-67.748,7.397,-6.495,-0.959,-1.484,7.535,4.950,-7.800,-73.350
8.51,0,-68.129,7.234,-6.949,-0.637,-1.752,7.646,5.250,-8.400,-72.000
8.60,0,-67.498,7.512,-7.200,-0.346,-2.084,7.859,5.550,-8.100,-72.750
8.71,0,-67.201,7.588,-7.425,-0.822,-2.154,7.535,6.300,-7.200,-72.000
8.82,0,-67.144,7.603,-7.374,-0.566,-2.045,7.742,5.550,-8.850,-71.700
8.92,0,-67.184,7.963,-7.178,-0.652,-2.115,7.824,5.700,-7.800,-72.900
9.03,0,-67.366,8.224,-7.124,-0.443,-1.809,7.646,4.800,-6.900,-72.450
9.13,0,-67.466,8.376,-7.179,-0.465,-1.910,7.734,5.700,-7.500,-72.600
